@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S10

@attribute NR1_N numeric
@attribute pCAMKII_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute BRAF_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute NR2B_N numeric
@attribute RAPTOR_N numeric
@attribute NUMB_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute GFAP_N numeric
@attribute GluR4_N numeric
@attribute SNCA_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute Treatment=Saline numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
2.634509,3.871971,0.254142,0.95537,0.486307,0.1606,1.398174,2.891018,0.270033,0.755438,0.41136,0.309478,0.393666,0.739209,0.5874,0.290319,0.212714,1.969799,0.303008,1.763485,0.124348,0.188106,0.128635,0.137211,0.150945,0.980798,0.133358,0.112851,0.128635,0.438354,0.110614,0,c-CS-m
2.598085,3.843465,0.273436,0.945335,0.495769,0.158985,1.400356,2.794923,0.292363,0.750501,0.409374,0.304721,0.4165,0.738922,0.601425,0.2888,0.21237,1.960879,0.309737,1.744163,0.125559,0.191381,0.125062,0.136612,0.150522,1.002484,0.135867,0.110097,0.127919,0.461314,0.114257,0,c-CS-m
2.439781,3.72823,0.232809,0.87095,0.432126,0.156118,1.08298,2.475325,0.241012,0.673821,0.379357,0.296924,0.394805,0.716746,0.572932,0.284347,0.178159,1.998196,0.273428,1.460031,0.107157,0.164549,0.115766,0.114126,0.138559,0.932442,0.149873,0.104206,0.113798,0.44306,0.115848,0,c-CS-m
2.317768,3.57232,0.230489,0.854318,0.382804,0.150494,1.060484,2.380723,0.229969,0.635796,0.367976,0.287201,0.363944,0.665973,0.552419,0.302029,0.188216,2.015328,0.283972,1.430985,0.112402,0.178986,0.124928,0.121302,0.158714,0.948826,0.144129,0.106386,0.125587,0.412938,0.122044,0,c-CS-m
2.415705,3.829664,0.231275,0.882013,0.419732,0.151946,1.113826,2.408993,0.240134,0.66698,0.379463,0.298121,0.422953,0.712886,0.563893,0.293691,0.193651,2.050591,0.287461,1.472318,0.11274,0.178993,0.124885,0.120111,0.158891,0.982159,0.147835,0.113326,0.125052,0.441829,0.119859,0,c-CS-m
2.029689,3.074951,0.247567,0.73913,0.427969,0.162557,0.80451,1.881084,0.238482,0.614049,0.329332,0.261681,0.401687,0.647631,0.549156,0.30451,0.168888,2.045085,0.256768,1.273324,0.090483,0.152332,0.108496,0.10631,0.15025,0.895981,0.144002,0.107351,0.111412,0.371512,0.103811,0,c-CS-m
2.000487,3.028924,0.245856,0.757719,0.388853,0.168183,0.822554,1.928827,0.262756,0.594248,0.369028,0.269418,0.436789,0.676633,0.544849,0.312317,0.172708,2.053021,0.263438,1.206771,0.100833,0.161875,0.121979,0.103958,0.175938,0.921458,0.161146,0.117292,0.125,0.356979,0.115104,0,c-CS-m
2.028151,3.165139,0.286579,0.753028,0.361538,0.163011,0.897872,1.912602,0.241571,0.602946,0.334043,0.271522,0.425041,0.639444,0.528642,0.322095,0.170544,2.039267,0.264449,1.315717,0.104643,0.162438,0.128435,0.105695,0.172229,0.937467,0.167912,0.12096,0.131593,0.371618,0.118223,0,c-CS-m
1.892843,2.47987,0.235462,0.718788,0.346686,0.143758,0.676088,1.687475,0.217975,0.564457,0.353599,0.267385,0.47499,0.696828,0.524603,0.293005,0.153103,1.875875,0.244506,0.715045,0.060613,0.072326,0.089713,0.073291,0.109273,0.577397,0.1071,0.080657,0.067254,0.273364,0.079691,0,c-CS-m
1.900917,2.523923,0.255183,0.725877,0.295056,0.134968,0.746013,1.635367,0.185207,0.547249,0.349083,0.270534,0.470893,0.687998,0.576954,0.33114,0.148065,1.843912,0.236668,0.716494,0.066187,0.116918,0.103705,0.080345,0.118334,0.60512,0.109368,0.084474,0.076805,0.260146,0.089665,0,c-CS-m
1.860032,2.610132,0.2503,0.718062,0.317181,0.166199,0.761914,1.571886,0.187825,0.546856,0.352823,0.260913,0.475771,0.659992,0.573889,0.34141,0.149576,1.843739,0.237794,0.840754,0.075564,0.102304,0.118181,0.07258,0.136326,0.640922,0.114599,0.093948,0.084398,0.277665,0.086785,0,c-CS-m
2.72865,3.522325,0.27826,0.930546,0.303951,0.151311,1.711995,3.193746,0.270907,0.760542,0.416991,0.31219,0.411145,0.730776,0.537119,0.273033,0.220939,2.533202,0.301794,1.077759,0.351831,0.17626,0.109953,0.136102,0.138806,0.873433,0.131482,0.102138,0.114623,0.47943,0.174736,0,c-CS-m
2.716106,3.552693,0.246023,0.954718,0.318962,0.161967,1.779284,3.258406,0.314805,0.77585,0.442607,0.322758,0.413774,0.737346,0.556399,0.27585,0.217492,2.353032,0.300314,1.163759,0.334622,0.178835,0.112781,0.136506,0.151244,0.903117,0.133511,0.105339,0.119884,0.44576,0.171732,0,c-CS-m
2.714954,3.620088,0.248449,0.972395,0.312202,0.15709,1.748404,3.264904,0.266253,0.781494,0.429368,0.317687,0.419746,0.724036,0.542487,0.273087,0.215792,2.4263,0.30478,1.252923,0.34876,0.177438,0.1134,0.139328,0.142703,0.906707,0.133311,0.105425,0.11883,0.44445,0.168387,0,c-CS-m
2.385073,3.52413,0.228956,0.881257,0.295511,0.143771,1.301684,2.592929,0.233333,0.675982,0.371493,0.280584,0.383726,0.681033,0.516274,0.256566,0.189204,2.478502,0.2883,0.952012,0.301778,0.170484,0.106583,0.124743,0.125179,0.8722,0.136225,0.101591,0.104087,0.458097,0.173354,0,c-CS-m
2.426567,3.606359,0.228332,0.861055,0.291242,0.143358,1.286716,2.610998,0.228558,0.669948,0.379498,0.293958,0.384929,0.677868,0.525685,0.254582,0.187435,2.412113,0.279199,1.027902,0.301972,0.169241,0.108554,0.130594,0.135478,0.893278,0.135051,0.100433,0.109347,0.412846,0.157152,0,c-CS-m
2.428669,3.59762,0.225496,0.869575,0.295864,0.14289,1.289518,2.599773,0.229688,0.686459,0.383229,0.292351,0.354448,0.668215,0.511615,0.251445,0.18805,2.418867,0.283563,1.126379,0.30631,0.16772,0.11045,0.132391,0.129788,0.90771,0.139147,0.09824,0.111132,0.43554,0.166357,0,c-CS-m
2.009259,3.076353,0.212393,0.738889,0.239031,0.135185,0.996581,2.123789,0.199715,0.587464,0.333191,0.264815,0.409402,0.623504,0.495869,0.246296,0.168196,2.464675,0.260645,0.890379,0.273191,0.16059,0.102407,0.11166,0.125774,0.856034,0.145534,0.101388,0.091822,0.396691,0.162472,0,c-CS-m
2.003859,3.060034,0.208405,0.738136,0.241281,0.132218,0.987707,2.071041,0.200543,0.590337,0.348199,0.268153,0.383934,0.617067,0.488708,0.254431,0.173351,2.494658,0.261459,0.894704,0.271446,0.161428,0.109244,0.120935,0.133478,0.871168,0.148421,0.10398,0.109012,0.405776,0.154614,0,c-CS-m
2.095074,3.285821,0.214553,0.770774,0.303189,0.147926,1.038179,2.163947,0.207965,0.596946,0.357239,0.276089,0.406947,0.650247,0.521934,0.264261,0.164954,2.506236,0.270609,1.026669,0.294298,0.163934,0.110283,0.117107,0.139619,0.893403,0.153816,0.1044,0.105891,0.385285,0.162601,0,c-CS-m
1.961307,2.769012,0.200838,0.720436,0.274539,0.134003,0.846901,1.759631,0.194975,0.544724,0.321943,0.262647,0.405193,0.644556,0.500838,0.259799,0.155231,2.386821,0.236922,0.764386,0.259759,0.146278,0.095372,0.100905,0.134205,0.811569,0.166097,0.103722,0.10161,0.364185,0.152314,0,c-CS-m
1.944463,2.79372,0.2105,0.729743,0.249156,0.1342,0.819885,1.827988,0.194126,0.533255,0.337441,0.267556,0.408508,0.648717,0.490547,0.264855,0.157701,2.348215,0.241026,0.818037,0.251566,0.148354,0.104504,0.106493,0.136224,0.833151,0.154519,0.109973,0.105499,0.352391,0.156309,0,c-CS-m
2.018279,2.909812,0.205035,0.738576,0.244697,0.140024,0.86239,1.860838,0.230729,0.555268,0.345577,0.27384,0.411623,0.638041,0.533023,0.268322,0.158995,2.371088,0.249344,0.871189,0.273773,0.147284,0.110842,0.109227,0.136786,0.840703,0.155158,0.111347,0.108015,0.404199,0.158591,0,c-CS-m
1.758258,2.310435,0.203266,0.654092,0.226539,0.122748,0.751126,1.633258,0.177928,0.469407,0.319069,0.261824,0.425113,0.630255,0.497935,0.280781,0.131337,2.243009,0.23435,0.679596,0.22136,0.113296,0.107884,0.088219,0.162547,0.80552,0.180588,0.135847,0.091286,0.388598,0.184016,0,c-CS-m
1.711053,2.377034,0.197307,0.653264,0.213391,0.13054,0.70245,1.597905,0.175425,0.471853,0.31513,0.267066,0.437816,0.620161,0.515803,0.279035,0.142678,2.202441,0.219311,0.669598,0.208543,0.12491,0.126884,0.092965,0.170495,0.836145,0.190955,0.137832,0.103912,0.366475,0.172828,0,c-CS-m
1.742964,2.318733,0.189935,0.648649,0.207642,0.137185,0.708481,1.597018,0.191426,0.481827,0.315191,0.249394,0.41137,0.604846,0.494501,0.279404,0.139261,2.196215,0.227264,0.729377,0.239941,0.123461,0.123094,0.100129,0.181701,0.848797,0.193643,0.132647,0.102517,0.399963,0.181334,0,c-CS-m
2.55938,2.430664,0.255156,0.9936,0.323994,0.157588,1.450434,3.532783,0.258285,0.814678,0.411464,0.319016,0.344617,0.799886,0.594368,0.283601,0.214652,0.924296,0.299267,1.246511,0.130431,0.171911,0.123492,0.150856,0.137292,0.876902,0.136425,?,0.122072,0.480561,?,0,c-CS-m
2.63448,2.438681,0.240908,0.979137,0.324359,0.158585,1.408373,3.521427,0.27051,0.809557,0.397237,0.315901,0.36552,0.805892,0.571046,0.279955,0.210666,0.927011,0.303548,1.313494,0.123424,0.171822,0.122484,0.14731,0.134153,0.873443,0.133057,?,0.115984,0.442478,?,0,c-CS-m
2.710598,2.451169,0.243798,1.017066,0.346192,0.160476,1.403413,3.561451,0.258282,0.832497,0.402553,0.317797,0.351642,0.79478,0.592571,0.284383,0.21354,0.931034,0.303464,1.498576,0.124011,0.172097,0.120452,0.152246,0.133028,0.88801,0.136033,?,0.11634,0.466783,?,0,c-CS-m
2.270156,2.085013,0.232282,0.879714,0.330137,0.160598,1.183518,3.262191,0.229844,0.732607,0.374837,0.29844,0.342815,0.720254,0.550065,0.272757,0.196041,0.974851,0.29694,1.035956,0.123523,0.164024,0.124331,0.153015,0.141198,0.851833,0.150591,?,0.121503,0.497021,?,0,c-CS-m
2.4052,2.151515,0.236132,0.907932,0.313959,0.154993,1.180825,3.300215,0.237622,0.735055,0.375393,0.303361,0.345256,0.751283,0.540652,0.26776,0.199513,0.965024,0.29562,1.180049,0.117194,0.168187,0.126521,0.149635,0.14781,0.844891,0.154197,?,0.12135,0.487632,?,0,c-CS-m
2.490326,2.200611,0.244908,0.92685,0.346402,0.158181,1.198744,3.526307,0.272743,0.771385,0.38408,0.309572,0.33537,0.770197,0.566022,0.282077,0.185554,0.951175,0.298373,1.243621,0.118646,0.161141,0.121961,0.147177,0.142355,0.857846,0.155314,?,0.118344,0.498292,?,0,c-CS-m
2.304442,2.171973,0.245676,0.837461,0.298546,0.166667,1.008844,2.762186,0.235653,0.709513,0.362618,0.312107,0.408215,0.756682,0.580778,0.275354,0.174512,0.963849,0.292978,0.948635,0.108713,0.155917,0.124057,0.149545,0.156957,0.817425,0.187126,?,0.115995,0.457347,?,0,c-CS-m
2.435377,2.300539,0.285626,0.904101,0.311723,0.171085,1.068351,2.973281,0.26512,0.742751,0.378625,0.327672,0.402858,0.775684,0.574358,0.299089,0.179824,0.97281,0.294496,1.01747,0.103244,0.148168,0.12413,0.139498,0.157362,0.810062,0.176671,?,0.119401,0.493104,?,0,c-CS-m
2.425995,2.336443,0.260365,0.902778,0.341003,0.187604,1.070274,2.979685,0.251658,0.746269,0.387231,0.327322,0.363599,0.770108,0.584163,0.289594,0.17814,0.9732,0.289149,1.150946,0.103389,0.144771,0.124934,0.142801,0.163558,0.840646,0.191408,?,0.115738,0.496978,?,0,c-CS-m
1.981565,1.912314,0.225242,0.742378,0.288821,0.17679,0.861735,2.301347,0.230442,0.627039,0.349799,0.312692,0.457339,0.724888,0.607421,0.298275,0.164746,0.984117,0.270944,0.866552,0.095609,0.138119,0.133292,0.134849,0.162255,0.829492,0.189349,?,0.123793,0.521021,?,0,c-CS-m
2.083947,2.022337,0.278351,0.789887,0.324251,0.196858,0.888316,2.34217,0.242759,0.660039,0.367207,0.333088,0.433972,0.748405,0.563574,0.302651,0.161646,0.992746,0.291437,0.946854,0.104558,0.147768,0.127109,0.145245,0.16212,0.809967,0.193503,?,0.110235,0.540766,?,0,c-CS-m
2.229188,2.174203,0.26593,0.79445,0.332991,0.18962,0.926516,2.477903,0.256166,0.698613,0.386948,0.340185,0.442189,0.780319,0.589671,0.320658,0.168325,1.008184,0.310976,1.019095,0.108793,0.144416,0.131258,0.141849,0.178755,0.846598,0.212452,?,0.126284,0.483793,?,0,c-CS-m
2.131172,1.889054,0.283165,0.786139,0.34414,0.233789,0.900654,2.209994,0.2674,0.850387,0.436942,0.363177,0.456871,0.839976,0.599048,0.360202,0.14818,1.023285,0.313929,0.856266,0.128704,0.125318,0.142887,0.154318,0.199196,0.841236,0.224809,?,0.109865,0.513971,?,0,c-CS-m
2.034033,1.756665,0.277935,0.779353,0.32388,0.187181,0.864152,2.117697,0.28304,0.617414,0.40641,0.34118,0.480431,0.784458,0.610323,0.321044,0.145165,1.004825,0.306902,0.893224,0.09335,0.129432,0.134466,0.142438,0.193833,0.819173,0.232431,?,0.109713,0.50514,?,0,c-CS-m
2.079792,1.805146,0.264527,0.795895,0.378722,0.197745,0.88089,2.175484,0.256432,0.652212,0.431628,0.347788,0.516045,0.796473,0.586297,0.327551,0.14619,1.015625,0.309717,0.93964,0.091824,0.126712,0.141909,0.142551,0.187072,0.833262,0.234161,?,0.119649,0.526327,?,0,c-CS-m
2.802637,4.09774,0.309416,0.987288,0.642844,0.17194,1.695292,3.277778,0.303955,0.882768,0.44275,0.330791,0.415443,0.774576,0.628343,0.284463,0.222791,2.407529,0.317717,1.701463,0.267748,0.176043,0.116612,0.132416,0.139986,1.052015,0.141673,0.09866,0.131189,0.497238,0.161313,0,c-CS-m
2.95358,3.837481,0.308097,0.991194,0.632657,0.179556,1.697741,3.386007,0.309437,0.93549,0.44755,0.330781,0.410892,0.803025,0.6183,0.288093,0.232283,2.339443,0.321427,1.805051,0.27347,0.181411,0.115959,0.136527,0.151627,1.050143,0.143452,0.106222,0.132622,0.508461,0.153866,0,c-CS-m
2.97295,3.925399,0.313591,0.967445,0.637718,0.176063,1.711181,3.349374,0.31492,0.900437,0.457099,0.335042,0.405467,0.811124,0.61997,0.34216,0.236449,2.320366,0.322768,1.868773,0.268825,0.180157,0.124334,0.138277,0.149661,1.032324,0.14846,0.101567,0.140157,0.52564,0.149243,0,c-CS-m
2.754584,4.027894,0.308539,0.920901,0.586695,0.181247,1.382399,2.894709,0.318098,0.817313,0.422342,0.322813,0.421032,0.795312,0.634102,0.30461,0.20954,2.5097,0.310125,1.517473,0.274515,0.171605,0.122376,0.134534,0.143901,1.03953,0.152339,0.099987,0.127691,0.459806,0.154996,0,c-CS-m
2.651229,3.816673,0.30503,0.881256,0.598482,0.18204,1.273125,2.754664,0.28882,0.837643,0.416699,0.324585,0.408079,0.773061,0.628586,0.288306,0.209459,2.388911,0.310546,1.580882,0.274112,0.171966,0.125729,0.124735,0.1511,1.022523,0.151166,0.107909,0.135334,0.496423,0.155008,0,c-CS-m
2.705576,3.855263,0.308233,0.940464,0.606957,0.183168,1.296248,2.814617,0.290646,0.834028,0.435904,0.324909,0.424049,0.805367,0.611256,0.331423,0.203485,2.495398,0.314464,1.713346,0.266469,0.177449,0.127022,0.131558,0.156082,1.009402,0.154175,0.104274,0.140565,0.503222,0.152597,0,c-CS-m
2.493175,3.600931,0.303035,0.881002,0.590332,0.184358,1.134896,2.464429,0.26899,0.778384,0.381082,0.310583,0.37771,0.7445,0.576522,0.281195,0.187554,2.563779,0.306172,1.352243,0.248754,0.165893,0.118102,0.117758,0.150077,0.952553,0.162455,0.117844,0.126784,0.487279,0.172512,0,c-CS-m
2.433667,3.526596,0.29709,0.855914,0.557259,0.182572,1.054599,2.43664,0.267365,0.752034,0.387046,0.293023,0.357478,0.717929,0.578692,0.277222,0.188803,2.445673,0.314303,1.444993,0.248958,0.165915,0.123288,0.117672,0.155024,0.935761,0.160895,0.121075,0.128308,0.491704,0.168978,0,c-CS-m
2.437319,3.377304,0.300381,0.831988,0.568317,0.179741,1.036101,2.360853,0.263214,0.737395,0.378827,0.285301,0.357502,0.736024,0.64067,0.275095,0.186685,2.485125,0.312846,1.572585,0.245759,0.167761,0.123604,0.119853,0.15344,0.943568,0.164777,0.122752,0.133066,0.490666,0.163243,0,c-CS-m
2.286939,3.156122,0.310612,0.771633,0.552857,0.181837,0.974898,2.063061,0.266531,0.742041,0.367959,0.303061,0.358163,0.695102,0.513469,0.280816,0.178609,2.491352,0.300506,1.054477,0.223909,0.161548,0.112837,0.105189,0.141428,1.009295,0.182963,0.127544,0.106365,0.448053,0.167078,0,c-CS-m
2.379469,3.278486,0.304411,0.797826,0.558227,0.195066,0.986828,2.125653,0.314865,0.730086,0.361907,0.31382,0.374869,0.703324,0.540038,0.29124,0.178419,2.553242,0.285021,1.094061,0.225745,0.161737,0.11725,0.106957,0.134879,0.994439,0.187056,0.124349,0.117487,0.439068,0.179248,0,c-CS-m
2.283748,3.073669,0.301154,0.831208,0.569925,0.195305,0.942319,2.094111,0.272819,0.716252,0.376847,0.303987,0.369763,0.722121,0.535317,0.282534,0.172563,2.446813,0.294752,1.265581,0.227976,0.150656,0.116097,0.102624,0.128046,0.986528,0.179007,0.128397,0.101804,0.442362,0.181818,0,c-CS-m
2.210397,3.00049,0.317312,0.811182,0.594654,0.212604,0.953899,1.878617,0.314615,0.699853,0.357528,0.31486,0.381314,0.685875,0.547082,0.27538,0.163403,2.515409,0.290209,1.044623,0.211557,0.14687,0.116854,0.105618,0.15634,1.043018,0.204013,0.146709,0.109791,0.452327,0.19069,0,c-CS-m
2.288452,3.075895,0.309884,0.83535,0.512859,0.219112,0.980585,1.947806,0.27887,0.730711,0.590015,0.318961,0.416541,0.704488,0.591528,0.302572,0.165047,2.611597,0.270651,1.087464,0.214448,0.155329,0.127794,0.086492,0.156301,1.041464,0.210398,0.145935,0.111111,0.452381,0.193716,0,c-CS-m
2.190753,2.932704,0.316388,0.8061,0.544662,0.201162,0.91237,1.866618,0.267248,0.689179,0.398451,0.310336,0.412249,0.73009,0.539821,0.289518,0.161888,2.519974,0.290915,1.162049,0.214723,0.144652,0.12355,0.082152,0.147552,0.985664,0.210374,0.159794,0.103415,0.482603,0.206347,0,c-CS-m
2.705605,3.923115,0.295966,0.939484,0.657325,0.193452,2.00744,3.591683,0.35086,0.890377,0.475777,0.362351,0.421627,0.782407,0.589534,0.31589,0.202051,1.733958,0.322947,1.811768,0.194481,0.169483,0.111786,0.120896,0.140217,0.928395,0.120764,0.09361,0.123889,0.466332,0.119268,0,c-CS-m
2.84139,3.97933,0.296633,0.964077,0.720703,0.194366,1.95741,3.727455,0.33764,0.906234,0.483581,0.371562,0.417986,0.799133,0.594016,0.321387,0.204071,1.644305,0.328263,1.764013,0.197433,0.167978,0.110256,0.123093,0.148063,0.92377,0.122478,0.102695,0.128413,0.472282,0.120807,0,c-CS-m
2.762278,3.883097,0.290178,0.93335,0.674335,0.192446,1.971366,3.524882,0.323054,0.879099,0.481237,0.366944,0.412628,0.775004,0.573992,0.315875,0.200639,1.695938,0.32433,2.016188,0.192744,0.171678,0.107637,0.125732,0.14804,0.917731,0.127506,0.099033,0.126087,0.474543,0.127861,0,c-CS-m
2.581084,5.23883,0.299047,0.847244,0.684169,0.189726,1.429349,3.104559,0.29746,0.836131,0.445339,0.367203,0.410637,0.793491,0.578816,0.338739,0.193531,1.879391,0.312126,1.649428,0.182572,0.165689,0.109828,0.11901,0.13145,0.947278,0.130798,0.089509,0.120076,0.45726,0.115692,0,c-CS-m
2.541558,5.252863,0.300601,0.808935,0.637601,0.185282,1.343009,3.047057,0.296859,0.837963,0.447443,0.347545,0.40322,0.765846,0.584987,0.310126,0.190562,1.922939,0.339128,1.739546,0.187157,0.168519,0.111947,0.118877,0.13871,0.940323,0.13172,0.09994,0.127897,0.451314,0.117981,0,c-CS-m
2.484785,4.977288,0.293495,0.830209,0.660639,0.179493,1.357773,2.946968,0.296362,0.835061,0.436384,0.347078,0.38269,0.772988,0.567806,0.310254,0.185612,1.815343,0.327104,1.806448,0.178985,0.168418,0.112179,0.118269,0.138567,0.923403,0.12991,0.097851,0.123284,0.467642,0.114448,0,c-CS-m
2.406712,5.057797,0.278066,0.777334,0.619257,0.172193,1.143561,2.740312,0.308563,0.780264,0.402051,0.311093,0.36423,0.73019,0.54135,0.290851,0.175494,1.978305,0.322498,1.451745,0.174722,0.171479,0.114191,0.115967,0.123533,0.939083,0.14021,0.093962,0.112492,0.431516,0.122375,0,c-CS-m
2.38934,5.048501,0.28541,0.779347,0.579747,0.178548,1.137908,2.673951,0.275416,0.781879,0.411726,0.313791,0.356829,0.713524,0.54044,0.29074,0.175896,2.016815,0.321289,1.600813,0.172532,0.175661,0.119506,0.120131,0.133662,0.953621,0.142734,0.095417,0.12107,0.453778,0.113953,0,c-CS-m
2.375518,5.07291,0.284281,0.751304,0.578863,0.180468,1.142609,2.711706,0.28,0.782876,0.41097,0.334047,0.345819,0.731505,0.541405,0.2899,0.168189,1.968377,0.312954,1.622316,0.171781,0.166081,0.117202,0.116655,0.131491,0.961974,0.140548,0.094167,0.120559,0.44179,0.12134,0,c-CS-m
2.237845,4.76093,0.300979,0.71581,0.598111,0.181532,0.947184,2.386324,0.275446,0.749913,0.390171,0.310773,0.34645,0.713186,0.527807,0.287513,0.163296,1.947114,0.303799,1.429995,0.164973,0.160138,0.120474,0.118007,0.131327,0.962802,0.140207,0.100345,0.117316,0.436803,0.114159,0,c-CS-m
2.246527,4.889562,0.308158,0.754898,0.61881,0.192376,0.954578,2.397399,0.276274,0.763805,0.401318,0.320271,0.358212,0.704845,0.548807,0.309227,0.162181,1.950327,0.305858,1.480111,0.172076,0.167623,0.121314,0.116268,0.130912,0.977835,0.141599,0.097764,0.117653,0.44627,0.115773,0,c-CS-m
2.310202,4.979813,0.335797,0.740988,0.613554,0.194304,0.979993,2.400324,0.286049,0.784607,0.404831,0.339942,0.385364,0.719719,0.555696,0.302271,0.159617,1.942854,0.303116,1.523396,0.173488,0.160887,0.098369,0.111751,0.138615,0.956335,0.140764,0.095927,0.116147,0.463417,0.11605,0,c-CS-m
2.129825,4.653947,0.303728,0.677851,0.598904,0.183114,0.873684,2.182895,0.267105,0.739035,0.383772,0.319737,0.351316,0.694737,0.534649,0.28114,0.146261,1.920053,0.276506,1.236797,0.146658,0.140304,0.107611,0.105493,0.135142,0.942687,0.146393,0.112905,0.112773,0.435473,0.134878,0,c-CS-m
2.154291,4.592708,0.313473,0.72699,0.60538,0.188306,0.878168,2.178301,0.267897,0.756558,0.356825,0.35149,0.365496,0.713651,0.549578,0.285238,0.147742,1.936548,0.297088,1.269036,0.152284,0.137457,0.103393,0.111274,0.141998,0.967139,0.144269,0.122362,0.111809,0.427865,0.127037,0,c-CS-m
2.059733,4.327903,0.314327,0.668129,0.565581,0.184837,0.81203,2.032999,0.261278,0.745196,0.355054,0.303885,0.365706,0.688388,0.503551,0.278613,0.142498,1.982916,0.292412,1.307641,0.14859,0.158522,0.111508,0.105549,0.148722,0.950073,0.146868,0.110317,0.105284,0.430274,0.125017,0,c-CS-m
2.61466,5.60961,0.309173,0.923833,0.270953,0.161889,1.207344,2.606607,0.276549,0.70516,0.366912,0.565247,0.473519,0.879197,0.555419,0.308217,0.178509,1.62894,0.266351,1.104098,0.076089,0.180875,0.099824,0.140578,0.149584,0.888728,?,?,0.129512,0.464092,?,0,c-SC-m
2.495654,5.354227,0.255597,0.909007,0.263761,0.14946,1.156571,2.482618,0.262707,0.680142,0.356334,0.553068,0.434159,0.860811,0.532657,0.283908,0.178482,1.588142,0.264842,1.105088,0.074987,0.177951,0.103192,0.138676,0.149443,0.861551,?,?,0.127682,0.462355,?,0,c-SC-m
2.601313,5.538693,0.26921,0.950096,0.265655,0.160651,1.226142,2.633306,0.27796,0.719169,0.367241,0.567815,0.465135,0.847142,0.577523,0.295871,0.180119,1.612806,0.269869,1.216575,0.078783,0.180582,0.099869,0.137484,0.154399,0.887155,?,?,0.130378,0.470843,?,0,c-SC-m
2.504405,5.238383,0.265676,0.919503,0.286578,0.175333,1.079461,2.333909,0.262049,0.675419,0.367594,0.542926,0.518397,0.835205,0.56521,0.302297,0.17613,1.603998,0.277424,1.016898,0.07387,0.177771,0.109115,0.141078,0.161163,0.895616,?,?,0.134898,0.479818,?,0,c-SC-m
2.469125,5.143292,0.259685,0.886144,0.26899,0.171037,1.035019,2.282862,0.263407,0.677212,0.356623,0.530198,0.475554,0.804432,0.565048,0.298765,0.171895,1.566741,0.277483,1.082231,0.072194,0.179037,0.109256,0.14294,0.163112,0.879259,?,?,0.136666,0.468681,?,0,c-SC-m
2.415695,5.105073,0.268265,0.867017,0.261533,0.169759,0.999343,2.285339,0.257429,0.659333,0.35101,0.516336,0.473157,0.824495,0.546544,0.288787,0.172736,1.607108,0.338851,1.141577,0.072833,0.177799,0.113535,0.142064,0.16816,0.879844,?,?,0.134469,0.483252,?,0,c-SC-m
2.558985,5.254123,0.281395,0.916279,0.299154,0.188161,1.0537,2.218816,0.289006,0.693446,0.381607,0.55814,0.524313,0.858774,0.588584,0.31945,0.155747,1.533134,0.304505,0.937352,0.0614,0.160115,0.099838,0.133283,0.168102,0.849869,?,?,0.137527,0.469362,?,0,c-SC-m
2.421323,5.088537,0.285333,0.885374,0.334634,0.187551,1.008012,2.198644,0.284922,0.678513,0.369556,0.544782,0.49281,0.839975,0.584018,0.301561,0.14607,1.504202,0.289545,0.96824,0.069822,0.165101,0.100593,0.135937,0.175729,0.835146,?,?,0.132106,0.469476,?,0,c-SC-m
2.299322,4.840465,0.275508,0.827493,0.286544,0.175799,0.943853,2.013359,0.265828,0.643175,0.352953,0.519071,0.43969,0.801549,0.563408,0.283833,0.157756,1.532505,0.289282,1.045808,0.064634,0.158635,0.101155,0.138805,0.178966,0.841114,?,?,0.129769,0.477912,?,0,c-SC-m
2.550937,5.197501,0.320022,0.9022,0.32301,0.208367,1.036675,2.179299,0.304808,0.706873,0.445531,0.612062,0.633523,0.93969,0.638413,0.372725,0.142607,1.508993,0.300016,0.909597,0.063982,0.160115,0.10791,0.136081,0.188286,0.878084,?,?,0.130352,0.481776,?,0,c-SC-m
2.425077,4.987899,0.29171,0.899073,0.315911,0.21344,0.989959,2.057415,0.288105,0.702111,0.387487,0.576725,0.589083,0.918898,0.606334,0.350927,0.147309,1.540402,0.31245,0.924819,0.062811,0.157108,0.123052,0.14249,0.192129,0.857671,?,?,0.136386,0.514217,?,0,c-SC-m
