@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S42

@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute pBRAF_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute pP70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute nNOS_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute pS6_N numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
0.841974,0.388584,0.167725,0.22103,0.991845,0.342918,0.39691,0.270815,0.166695,1.852532,3.431159,0.300172,0.833648,0.437253,2.538026,0.360258,0.296052,0.252017,0.169981,1.692204,2.167098,0.136273,0.193348,0.139008,0.210798,0.519787,0.365119,1.662872,2.354728,0.981655,0.249031,0.139008,c-CS-m
0.852882,0.400561,0.173261,0.2223,0.989999,0.328976,0.39793,0.263795,0.172559,1.965786,3.434249,0.345908,0.881393,0.44346,2.609615,0.374331,0.299675,0.252303,0.17523,1.65484,2.182447,0.135914,0.192238,0.134804,0.202534,0.506309,0.349753,1.716362,2.437317,0.994146,0.247956,0.134804,c-CS-m
0.75539,0.348346,0.161192,0.194153,0.819167,0.311548,0.385822,0.241562,0.161982,1.364714,2.81499,0.274975,0.766452,0.407608,2.311999,0.345186,0.286714,0.277458,0.153779,2.027937,1.795148,0.126091,0.176977,0.118982,0.195311,0.526503,0.3166,1.586368,2.38214,0.970067,0.233225,0.118982,c-CS-m
0.757917,0.350051,0.165671,0.194297,0.815057,0.315001,0.391525,0.254142,0.1606,1.398174,2.891018,0.270033,0.755438,0.41136,2.320861,0.346557,0.290319,0.354671,0.163062,1.969799,1.763485,0.124348,0.188106,0.128635,0.196992,0.542568,0.340355,1.61919,2.386217,0.980798,0.244469,0.128635,c-CS-m
0.761078,0.34391,0.16444,0.193053,0.836451,0.306502,0.373747,0.273436,0.158985,1.400356,2.794923,0.292363,0.750501,0.409374,2.272322,0.351592,0.2888,0.294033,0.168219,1.960879,1.744163,0.125559,0.191381,0.127919,0.188462,0.553775,0.332774,1.674242,2.380651,1.002484,0.247516,0.127919,c-CS-m
0.666165,0.311962,0.157485,0.190021,0.719481,0.296104,0.334792,0.232809,0.156118,1.08298,2.475325,0.241012,0.673821,0.379357,2.111141,0.334245,0.284347,0.370608,0.149463,1.998196,1.460031,0.107157,0.164549,0.113798,0.182258,0.526687,0.306305,1.474051,2.270558,0.932442,0.223662,0.113798,c-CS-m
0.629683,0.299948,0.151535,0.163892,0.685744,0.281868,0.327784,0.230489,0.150494,1.060484,2.380723,0.229969,0.635796,0.367976,2.021332,0.342742,0.302029,0.370708,0.159374,2.015328,1.430985,0.112402,0.178986,0.125587,0.189287,0.534569,0.320148,1.554347,2.30787,0.948826,0.235929,0.125587,c-CS-m
0.655302,0.305906,0.154362,0.17396,0.690604,0.288725,0.34094,0.231275,0.151946,1.113826,2.408993,0.240134,0.66698,0.379463,2.090067,0.341879,0.293691,0.381208,0.160901,2.050591,1.472318,0.11274,0.178993,0.125052,0.182344,0.539241,0.354636,1.603484,2.430857,0.982159,0.241645,0.125052,c-CS-m
0.54364,0.266223,0.162395,0.147956,0.602693,0.288936,0.288936,0.247567,0.162557,0.80451,1.881084,0.238482,0.614049,0.329332,1.704737,0.325438,0.30451,0.399578,0.139629,2.045085,1.273324,0.090483,0.152332,0.111412,0.172636,0.529155,0.31112,1.382549,2.24344,0.895981,0.228342,0.111412,c-CS-m
0.548099,0.262431,0.173221,0.165421,0.617322,0.297205,0.309555,0.245856,0.168183,0.822554,1.928827,0.262756,0.594248,0.369028,1.725544,0.335229,0.312317,0.393565,0.149167,2.053021,1.206771,0.100833,0.161875,0.125,0.18,0.529583,0.331042,1.402813,2.240625,0.921458,0.24125,0.125,c-CS-m
0.563175,0.258429,0.176759,0.16743,0.579214,0.300491,0.315548,0.286579,0.163011,0.897872,1.912602,0.241571,0.602946,0.334043,1.714239,0.343044,0.322095,0.426187,0.15349,2.039267,1.315717,0.104643,0.162438,0.131593,0.184862,0.540373,0.328245,1.444468,2.247816,0.937467,0.243078,0.131593,c-CS-m
0.504473,0.261285,0.165514,0.135218,0.54514,0.279179,0.282025,0.235462,0.143758,0.676088,1.687475,0.217975,0.564457,0.353599,1.54392,0.349329,0.293005,0.47377,0.099976,1.875875,0.715045,0.060613,0.072326,0.067254,0.099734,0.352934,0.207438,0.853176,1.331925,0.577397,0.162642,0.067254,c-CS-m
0.46551,0.261164,0.176834,0.137959,0.513756,0.279904,0.29685,0.255183,0.134968,0.746013,1.635367,0.185207,0.547249,0.349083,1.5937,0.344099,0.33114,0.518142,0.10925,1.843912,0.716494,0.066187,0.116918,0.076805,0.112553,0.37034,0.212954,0.897475,1.345682,0.60512,0.176852,0.076805,c-CS-m
0.471165,0.257909,0.15038,0.142571,0.492591,0.276131,0.298158,0.2503,0.166199,0.761914,1.571886,0.187825,0.546856,0.352823,1.494393,0.334602,0.34141,0.485182,0.125463,1.843739,0.840754,0.075564,0.102304,0.084398,0.119494,0.374955,0.224663,0.971589,1.321953,0.640922,0.183717,0.084398,c-CS-m
0.641389,0.349929,0.190734,0.233965,0.616673,0.302534,0.38253,0.27826,0.151311,1.711995,3.193746,0.270907,0.760542,0.416991,2.700656,0.377126,0.273033,0.258859,0.151389,2.533202,1.077759,0.351831,0.17626,0.114623,0.200197,0.52234,0.346326,1.657213,2.284542,0.873433,0.222905,0.114623,c-CS-m
0.672451,0.355206,0.170282,0.237075,0.642354,0.304501,0.389009,0.246023,0.161967,1.779284,3.258406,0.314805,0.77585,0.442607,2.719902,0.370842,0.27585,0.258406,0.156173,2.353032,1.163759,0.334622,0.178835,0.119884,0.204059,0.498333,0.347572,1.592704,2.250495,0.903117,0.240541,0.119884,c-CS-m
0.642658,0.362377,0.162485,0.23631,0.630609,0.301412,0.380631,0.248449,0.15709,1.748404,3.264904,0.266253,0.781494,0.429368,2.70749,0.373528,0.273087,0.248179,0.161489,2.4263,1.252923,0.34876,0.177438,0.11883,0.207475,0.523996,0.362507,1.60183,2.280221,0.906707,0.232278,0.11883,c-CS-m
0.518294,0.302132,0.151852,0.201796,0.455556,0.284512,0.355443,0.228956,0.143771,1.301684,2.592929,0.233333,0.675982,0.371493,2.243659,0.333333,0.256566,0.383951,0.144025,2.478502,0.952012,0.301778,0.170484,0.104087,0.179844,0.539095,0.32025,1.514134,2.202371,0.8722,0.23039,0.104087,c-CS-m
0.549559,0.308328,0.15456,0.197103,0.43924,0.280946,0.357208,0.228332,0.143358,1.286716,2.610998,0.228558,0.669948,0.379498,2.2969,0.334125,0.254582,0.401901,0.145919,2.412113,1.027902,0.301972,0.169241,0.109347,0.185054,0.521033,0.310459,1.536724,2.209231,0.893278,0.225044,0.109347,c-CS-m
0.550142,0.306516,0.154334,0.194108,0.460963,0.287025,0.356261,0.225496,0.14289,1.289518,2.599773,0.229688,0.686459,0.383229,2.296431,0.336204,0.251445,0.377564,0.149932,2.418867,1.126379,0.30631,0.16772,0.111132,0.186191,0.519152,0.32571,1.53973,2.237945,0.90771,0.222388,0.111132,c-CS-m
0.454274,0.266097,0.143875,0.164957,0.367094,0.264245,0.311538,0.212393,0.135185,0.996581,2.123789,0.199715,0.587464,0.333191,1.835185,0.319943,0.246296,0.489031,0.140673,2.464675,0.890379,0.273191,0.16059,0.091822,0.168353,0.519015,0.301655,1.448914,2.131106,0.856034,0.224104,0.091822,c-CS-m
0.45769,0.264008,0.143939,0.159091,0.371498,0.254717,0.310749,0.208405,0.132218,0.987707,2.071041,0.200543,0.590337,0.348199,1.846341,0.319611,0.254431,0.490709,0.14424,2.494658,0.894704,0.271446,0.161428,0.109012,0.172035,0.532286,0.31341,1.441932,2.134252,0.871168,0.227392,0.109012,c-CS-m
0.475371,0.268154,0.148825,0.16769,0.391077,0.267555,0.326246,0.214553,0.147926,1.038179,2.163947,0.207965,0.596946,0.357239,1.957029,0.3511,0.264261,0.50262,0.145894,2.506236,1.026669,0.294298,0.163934,0.105891,0.176249,0.523649,0.309201,1.47792,2.189348,0.893403,0.222763,0.105891,c-CS-m
0.394137,0.255779,0.140201,0.155109,0.31742,0.251591,0.29933,0.200838,0.134003,0.846901,1.759631,0.194975,0.544724,0.321943,1.670184,0.319263,0.259799,0.539866,0.136217,2.386821,0.764386,0.259759,0.146278,0.10161,0.159155,0.511167,0.291851,1.340342,2.039839,0.811569,0.22334,0.10161,c-CS-m
0.406144,0.25135,0.141965,0.150236,0.339467,0.251688,0.301823,0.2105,0.1342,0.819885,1.827988,0.194126,0.533255,0.337441,1.682478,0.327988,0.264855,0.565665,0.135428,2.348215,0.818037,0.251566,0.148354,0.105499,0.162772,0.529482,0.301581,1.336681,2.023765,0.833151,0.232276,0.105499,c-CS-m
0.426453,0.296086,0.155544,0.151578,0.348853,0.251768,0.306432,0.205035,0.140024,0.86239,1.860838,0.230729,0.555268,0.345577,1.730126,0.335575,0.268322,0.581997,0.137089,2.371088,0.871189,0.273773,0.147284,0.108015,0.169291,0.525641,0.300525,1.34252,2.088835,0.840703,0.230063,0.108015,c-CS-m
0.359422,0.284347,0.136449,0.138514,0.298799,0.234985,0.279655,0.203266,0.122748,0.751126,1.633258,0.177928,0.469407,0.319069,1.458333,0.320946,0.280781,0.575075,0.136749,2.243009,0.679596,0.22136,0.113296,0.091286,0.137831,0.509832,0.315353,1.248061,1.873715,0.80552,0.275483,0.091286,c-CS-m
0.361698,0.236207,0.155975,0.140827,0.297737,0.227791,0.278848,0.197307,0.13054,0.70245,1.597905,0.175425,0.471853,0.31513,1.463063,0.316813,0.279035,0.59697,0.139268,2.202441,0.669598,0.208543,0.12491,0.103912,0.147523,0.532843,0.322685,1.28374,1.89519,0.836145,0.279612,0.103912,c-CS-m
0.37055,0.215843,0.139236,0.135135,0.338677,0.223113,0.273253,0.189935,0.137185,0.708481,1.597018,0.191426,0.481827,0.315191,1.45014,0.3137,0.279404,0.581733,0.142385,2.196215,0.729377,0.239941,0.123461,0.102517,0.154327,0.536101,0.330884,1.288076,1.943046,0.848797,0.264744,0.102517,c-CS-m
0.596359,0.337221,0.168539,0.227706,0.674015,0.332385,0.295264,0.255156,0.157588,1.450434,3.532783,0.258285,0.814678,0.411464,2.620822,0.419855,0.283601,0.160148,0.157795,0.924296,1.246511,0.130431,0.171911,0.122072,0.199748,0.620062,0.284205,1.817365,2.4558,0.876902,0.210157,0.122072,c-CS-m
0.60093,0.332253,0.166902,0.22512,0.689879,0.331971,0.298844,0.240908,0.158585,1.408373,3.521427,0.27051,0.809557,0.397237,2.557231,0.415281,0.279955,0.164505,0.158039,0.927011,1.313494,0.123424,0.171822,0.115984,0.216383,0.601613,0.281306,1.837575,2.460804,0.873443,0.224137,0.115984,c-CS-m
0.635594,0.341173,0.17324,0.222573,0.683493,0.333716,0.304603,0.243798,0.160476,1.403413,3.561451,0.258282,0.832497,0.402553,2.613796,0.423204,0.284383,0.154166,0.157545,0.931034,1.498576,0.124011,0.172097,0.11634,0.206501,0.615944,0.284087,1.828693,2.44448,0.88801,0.224454,0.11634,c-CS-m
0.569896,0.30738,0.169376,0.203999,0.677828,0.319571,0.273895,0.232282,0.160598,1.183518,3.262191,0.229844,0.732607,0.374837,2.265117,0.402633,0.272757,0.164824,0.161297,0.974851,1.035956,0.123523,0.164024,0.121503,0.199778,0.587718,0.277851,1.707302,2.431472,0.851833,0.214827,0.121503,c-CS-m
0.580394,0.323729,0.172545,0.203179,0.651101,0.322239,0.284153,0.236132,0.154993,1.180825,3.300215,0.237622,0.735055,0.375393,2.279516,0.387316,0.26776,0.150025,0.157137,0.965024,1.180049,0.117194,0.168187,0.12135,0.212591,0.574513,0.2794,1.737024,2.403386,0.844891,0.224959,0.12135,c-CS-m
0.584691,0.326544,0.172437,0.211134,0.655974,0.330618,0.291073,0.244908,0.158181,1.198744,3.526307,0.272743,0.771385,0.38408,2.39036,0.399016,0.282077,0.160387,0.157926,0.951175,1.243621,0.118646,0.161141,0.118344,0.205144,0.590115,0.281997,1.751959,2.360358,0.857846,0.218003,0.118344,c-CS-m
0.514544,0.304049,0.171777,0.210888,0.533019,0.310535,0.289505,0.245676,0.166667,1.008844,2.762186,0.235653,0.709513,0.362618,2.081761,0.381093,0.275354,0.185731,0.160078,0.963849,0.948635,0.108713,0.155917,0.115995,0.186216,0.559038,0.286216,1.623927,2.353576,0.817425,0.229129,0.115995,c-CS-m
0.560066,0.313173,0.18227,0.202361,0.559859,0.334921,0.298882,0.285626,0.171085,1.068351,2.973281,0.26512,0.742751,0.378625,2.257457,0.399544,0.299089,0.180199,0.1571,0.97281,1.01747,0.103244,0.148168,0.119401,0.194404,0.570209,0.295941,1.616708,2.367398,0.810062,0.222514,0.119401,c-CS-m
0.540216,0.305141,0.187811,0.213723,0.554104,0.333126,0.324834,0.260365,0.187604,1.070274,2.979685,0.251658,0.746269,0.387231,2.215589,0.423715,0.289594,0.175373,0.154756,0.9732,1.150946,0.103389,0.144771,0.115738,0.211114,0.576852,0.295323,1.667761,2.336837,0.840646,0.219785,0.115738,c-CS-m
0.463011,0.28433,0.200662,0.19948,0.481919,0.312928,0.268494,0.225242,0.17679,0.861735,2.301347,0.230442,0.627039,0.349799,1.754904,0.371071,0.298275,0.18719,0.161476,0.984117,0.866552,0.095609,0.138119,0.123793,0.164123,0.544846,0.300997,1.555434,2.329648,0.829492,0.236375,0.123793,c-CS-m
0.480854,0.311242,0.184831,0.206922,0.489691,0.349288,0.276878,0.278351,0.196858,0.888316,2.34217,0.242759,0.660039,0.367207,1.820569,0.393225,0.302651,0.20054,0.157546,0.992746,0.946854,0.104558,0.147768,0.110235,0.19161,0.580823,0.310677,1.57625,2.317458,0.809967,0.24933,0.110235,c-CS-m
0.516444,0.310123,0.200925,0.206578,0.508736,0.329651,0.306526,0.26593,0.18962,0.926516,2.477903,0.256166,0.698613,0.386948,1.926773,0.406218,0.320658,0.204265,0.162388,1.008184,1.019095,0.108793,0.144416,0.126284,0.222401,0.588254,0.315308,1.606386,2.315308,0.846598,0.238768,0.126284,c-CS-m
0.491672,0.336109,0.221594,0.226948,0.533016,0.361987,0.307258,0.283165,0.233789,0.900654,2.209994,0.2674,0.850387,0.436942,1.760262,0.425045,0.360202,0.220107,0.162997,1.023285,0.856266,0.128704,0.125318,0.109865,0.167231,0.590601,0.327688,1.499788,2.254445,0.841236,0.272862,0.109865,c-CS-m
0.47561,0.295235,0.192002,0.237663,0.488939,0.348837,0.281906,0.277935,0.187181,0.864152,2.117697,0.28304,0.617414,0.40641,1.711004,0.380601,0.321044,0.219796,0.160478,1.004825,0.893224,0.09335,0.129432,0.109713,0.17789,0.582337,0.322845,1.521712,2.170757,0.819173,0.279001,0.109713,c-CS-m
0.487424,0.331599,0.199769,0.240243,0.510841,0.349523,0.300665,0.264527,0.197745,0.88089,2.175484,0.256432,0.652212,0.431628,1.736918,0.38913,0.327551,0.213067,0.157748,1.015625,0.93964,0.091824,0.126712,0.119649,0.194563,0.587115,0.318707,1.53917,2.191567,0.833262,0.266909,0.119649,c-CS-m
1.025424,0.393315,0.180885,0.246987,1.064595,0.33936,0.426365,0.309416,0.17194,1.695292,3.277778,0.303955,0.882768,0.44275,2.540301,0.405461,0.284463,0.345857,0.177527,2.407529,1.701463,0.267748,0.176043,0.131189,0.235372,0.537899,0.3259,2.046849,2.372034,1.052015,0.245448,0.131189,c-CS-m
1.025459,0.394525,0.186256,0.243587,1.065084,0.346765,0.440371,0.308097,0.179556,1.697741,3.386007,0.309437,0.93549,0.44755,2.50737,0.406968,0.288093,0.333844,0.178599,2.339443,1.805051,0.27347,0.181411,0.132622,0.237282,0.543452,0.340328,2.044832,2.459932,1.050143,0.239833,0.132622,c-CS-m
1.013383,0.390471,0.190015,0.234434,0.96754,0.351272,0.433181,0.313591,0.176063,1.711181,3.349374,0.31492,0.900437,0.457099,2.540812,0.41828,0.34216,0.331435,0.188355,2.320366,1.868773,0.268825,0.180157,0.140157,0.238068,0.534308,0.333368,2.011697,2.438956,1.032324,0.24141,0.140157,c-CS-m
0.911734,0.369172,0.189366,0.223023,0.856207,0.337742,0.409639,0.308539,0.181247,1.382399,2.894709,0.318098,0.817313,0.422342,2.391566,0.389864,0.30461,0.513751,0.169612,2.5097,1.517473,0.274515,0.171605,0.127691,0.226947,0.575671,0.32122,2.00186,2.42506,1.03953,0.230202,0.127691,c-CS-m
0.839187,0.357777,0.185257,0.20494,0.825807,0.338737,0.403705,0.30503,0.18204,1.273125,2.754664,0.28882,0.837643,0.416699,2.310305,0.3947,0.288306,0.45568,0.169316,2.388911,1.580882,0.274112,0.171966,0.135334,0.22814,0.569356,0.327636,1.964494,2.422032,1.022523,0.228736,0.135334,c-CS-m
0.869724,0.350834,0.191767,0.208051,0.823736,0.343017,0.417275,0.308233,0.183168,1.296248,2.814617,0.290646,0.834028,0.435904,2.37741,0.396561,0.331423,0.472642,0.169165,2.495398,1.713346,0.266469,0.177449,0.140565,0.234517,0.584024,0.32735,1.894609,2.368047,1.009402,0.224721,0.140565,c-CS-m
0.7392,0.328569,0.182753,0.208286,0.748675,0.329211,0.381404,0.303035,0.184358,1.134896,2.464429,0.26899,0.778384,0.381082,2.106793,0.363578,0.281195,0.606873,0.164604,2.563779,1.352243,0.248754,0.165893,0.126784,0.216692,0.523981,0.330755,1.775314,2.350438,0.952553,0.228382,0.126784,c-CS-m
0.723248,0.331195,0.207603,0.19587,0.716051,0.321183,0.372653,0.29709,0.182572,1.054599,2.43664,0.267365,0.752034,0.387046,2.087766,0.360607,0.277222,0.559293,0.156471,2.445673,1.444993,0.248958,0.165915,0.128308,0.217051,0.520123,0.336935,1.736408,2.319748,0.935761,0.232707,0.128308,c-CS-m
0.757045,0.309216,0.179132,0.193602,0.713176,0.322925,0.36131,0.300381,0.179741,1.036101,2.360853,0.263214,0.737395,0.378827,2.018126,0.349276,0.275095,0.5508,0.159577,2.485125,1.572585,0.245759,0.167761,0.133066,0.223425,0.502088,0.328702,1.721678,2.304066,0.943568,0.230756,0.133066,c-CS-m
0.716735,0.310204,0.200612,0.206939,0.702857,0.310612,0.382245,0.310612,0.181837,0.974898,2.063061,0.266531,0.742041,0.367959,1.859592,0.360612,0.280816,0.614082,0.165196,2.491352,1.054477,0.223909,0.161548,0.106365,0.206613,0.446405,0.287563,1.51406,2.228615,1.009295,0.264855,0.106365,c-CS-m
0.691825,0.313193,0.204474,0.222664,0.698934,0.328246,0.37926,0.304411,0.195066,0.986828,2.125653,0.314865,0.730086,0.361907,1.887727,0.364834,0.29124,0.611541,0.165405,2.553242,1.094061,0.225745,0.161737,0.117487,0.211548,0.470066,0.292948,1.537388,2.227165,0.994439,0.258637,0.117487,c-CS-m
0.701477,0.335357,0.196924,0.207448,0.7288,0.317749,0.368346,0.301154,0.195305,0.942319,2.094111,0.272819,0.716252,0.376847,1.862781,0.356203,0.282534,0.637523,0.162957,2.446813,1.265581,0.227976,0.150656,0.101804,0.192479,0.463449,0.290886,1.524602,2.1612,0.986528,0.262535,0.101804,c-CS-m
0.678274,0.305297,0.239823,0.214321,0.704757,0.324424,0.351153,0.317312,0.212604,0.953899,1.878617,0.314615,0.699853,0.357528,1.780775,0.362433,0.27538,0.605934,0.160193,2.515409,1.044623,0.211557,0.14687,0.109791,0.205457,0.540289,0.294543,1.748796,2.185875,1.043018,0.272873,0.109791,c-CS-m
0.679022,0.323752,0.20827,0.225164,0.660363,0.345184,0.370651,0.309884,0.219112,0.980585,1.947806,0.27887,0.730711,0.590015,1.835855,0.380232,0.302572,0.669188,0.168286,2.611597,1.087464,0.214448,0.155329,0.111111,0.217849,0.560253,0.28944,1.794785,2.206997,1.041464,0.281341,0.111111,c-CS-m
0.681675,0.308158,0.214476,0.205035,0.687001,0.317115,0.377148,0.316388,0.201162,0.91237,1.866618,0.267248,0.689179,0.398451,1.771,0.359719,0.289518,0.674413,0.160921,2.519974,1.162049,0.214723,0.144652,0.103415,0.202159,0.537532,0.288499,1.781572,2.134343,0.985664,0.294942,0.103415,c-CS-m
1.003803,0.441882,0.196015,0.277695,1.128638,0.321346,0.391286,0.295966,0.193452,2.00744,3.591683,0.35086,0.890377,0.475777,2.802662,0.415675,0.31589,0.249917,0.173796,1.733958,1.811768,0.194481,0.169483,0.123889,0.201963,0.449916,0.309876,1.575301,2.172476,0.928395,0.256183,0.123889,c-CS-m
1.063761,0.447825,0.199283,0.273796,1.1977,0.346308,0.389398,0.296633,0.194366,1.95741,3.727455,0.33764,0.906234,0.483581,2.806468,0.414486,0.321387,0.261627,0.165384,1.644305,1.764013,0.197433,0.167978,0.128413,0.195894,0.478481,0.315514,1.552249,2.237306,0.92377,0.242362,0.128413,c-CS-m
0.945994,0.431229,0.190162,0.261951,1.168706,0.34451,0.379507,0.290178,0.192446,1.971366,3.524882,0.323054,0.879099,0.481237,2.642601,0.410344,0.315875,0.249307,0.168175,1.695938,2.016188,0.192744,0.171678,0.126087,0.19097,0.462968,0.327435,1.531932,2.135045,0.917731,0.241928,0.126087,c-CS-m
0.893513,0.386822,0.189045,0.234634,0.979587,0.338966,0.374348,0.299047,0.189726,1.429349,3.104559,0.29746,0.836131,0.445339,2.616013,0.404854,0.338739,0.372533,0.168651,1.879391,1.649428,0.182572,0.165689,0.120076,0.203009,0.457023,0.293585,1.522836,2.222202,0.947278,0.244121,0.120076,c-CS-m
0.876063,0.387912,0.18925,0.228938,0.953963,0.340061,0.373172,0.300601,0.185282,1.343009,3.047057,0.296859,0.837963,0.447443,2.560608,0.400499,0.310126,0.358317,0.166308,1.922939,1.739546,0.187157,0.168519,0.127897,0.191278,0.491816,0.301075,1.532079,2.202151,0.940323,0.244205,0.127897,c-CS-m
0.868688,0.381477,0.185667,0.226681,0.963947,0.332966,0.363837,0.293495,0.179493,1.357773,2.946968,0.296362,0.835061,0.436384,2.544322,0.400441,0.310254,0.352922,0.168179,1.815343,1.806448,0.178985,0.168418,0.123284,0.185612,0.479284,0.310149,1.482746,2.225851,0.923403,0.237075,0.123284,c-CS-m
0.749634,0.363164,0.179651,0.210281,0.80277,0.331469,0.342789,0.278066,0.172193,1.143561,2.740312,0.308563,0.780264,0.402051,2.298575,0.383007,0.290851,0.459582,0.16345,1.978305,1.451745,0.174722,0.171479,0.112492,0.188851,0.495676,0.274861,1.472746,2.197653,0.939083,0.244827,0.112492,c-CS-m
0.843304,0.344837,0.178814,0.207728,0.828514,0.322052,0.340306,0.28541,0.178548,1.137908,2.673951,0.275416,0.781879,0.411726,2.362425,0.379614,0.29074,0.413058,0.162678,2.016815,1.600813,0.172532,0.175661,0.12107,0.1888,0.498827,0.281323,1.467699,2.207649,0.953621,0.257078,0.12107,c-CS-m
0.835318,0.351973,0.182074,0.20495,0.890569,0.326154,0.336856,0.284281,0.180468,1.142609,2.711706,0.28,0.782876,0.41097,2.30408,0.372977,0.2899,0.405084,0.166471,1.968377,1.622316,0.171781,0.166081,0.120559,0.178887,0.496916,0.280862,1.463965,2.169204,0.961974,0.23495,0.120559,c-CS-m
0.702343,0.335082,0.217034,0.201819,0.779993,0.352221,0.33823,0.300979,0.181532,0.947184,2.386324,0.275446,0.749913,0.390171,2.1546,0.37723,0.287513,0.472893,0.164776,1.947114,1.429995,0.164973,0.160138,0.117316,0.195955,0.489492,0.276862,1.444697,2.187568,0.962802,0.249827,0.117316,c-CS-m
0.802814,0.33844,0.190595,0.204667,0.850374,0.336836,0.35358,0.308158,0.192376,0.954578,2.397399,0.276274,0.763805,0.401318,2.117385,0.365337,0.309227,0.508906,0.165941,1.950327,1.480111,0.172076,0.167623,0.117653,0.186127,0.486543,0.294775,1.451712,2.176232,0.977835,0.248169,0.117653,c-CS-m
0.800469,0.33814,0.201694,0.207282,0.851478,0.369863,0.342646,0.335797,0.194304,0.979993,2.400324,0.286049,0.784607,0.404831,2.227469,0.366078,0.302271,0.625451,0.168116,1.942854,1.523396,0.173488,0.160887,0.116147,0.174367,0.490378,0.276741,1.425711,2.118882,0.956335,0.240989,0.116147,c-CS-m
0.654167,0.312939,0.197588,0.211404,0.746272,0.325219,0.321053,0.303728,0.183114,0.873684,2.182895,0.267105,0.739035,0.383772,1.95614,0.346711,0.28114,0.518421,0.158835,1.920053,1.236797,0.146658,0.140304,0.112773,0.176837,0.479153,0.276903,1.335672,2.109332,0.942687,0.237194,0.112773,c-CS-m
0.702757,0.32659,0.203201,0.206759,0.713428,0.332148,0.330147,0.313473,0.188306,0.878168,2.178301,0.267897,0.756558,0.356825,2.042686,0.362383,0.285238,0.481992,0.161769,1.936548,1.269036,0.152284,0.137457,0.111809,0.176196,0.486642,0.278921,1.363078,2.113278,0.967139,0.241384,0.111809,c-CS-m
0.639933,0.306182,0.200292,0.197786,0.682957,0.319967,0.305973,0.314327,0.184837,0.81203,2.032999,0.261278,0.745196,0.355054,1.864662,0.331036,0.278613,0.453216,0.161833,1.982916,1.307641,0.14859,0.158522,0.105284,0.16223,0.45398,0.276917,1.337041,2.068865,0.950073,0.242087,0.105284,c-CS-m
0.512558,0.30849,0.171854,0.227409,0.405815,0.320775,0.287196,0.309173,0.161889,1.207344,2.606607,0.276549,0.70516,0.366912,2.48089,0.317909,0.308217,0.399536,0.131268,1.62894,1.104098,0.076089,0.180875,0.129512,0.196062,0.567962,0.254751,1.749218,2.468519,0.888728,0.251011,0.129512,c-SC-m
0.488544,0.289044,0.164999,0.211614,0.397946,0.313932,0.278246,0.255597,0.14946,1.156571,2.482618,0.262707,0.680142,0.356334,2.421649,0.303792,0.283908,0.376876,0.128061,1.588142,1.105088,0.074987,0.177951,0.127682,0.195921,0.562817,0.26416,1.724619,2.471605,0.861551,0.258473,0.127682,c-SC-m
0.518458,0.321849,0.172956,0.217528,0.401832,0.332103,0.290539,0.26921,0.160651,1.226142,2.633306,0.27796,0.719169,0.367241,2.509571,0.320618,0.295871,0.38816,0.129837,1.612806,1.216575,0.078783,0.180582,0.130378,0.200587,0.580443,0.257434,1.782884,2.455086,0.887155,0.263381,0.130378,c-SC-m
0.485576,0.299534,0.186042,0.206253,0.394369,0.334946,0.291242,0.265676,0.175333,1.079461,2.333909,0.262049,0.675419,0.367594,2.296079,0.326827,0.302297,0.439454,0.135187,1.603998,1.016898,0.07387,0.177771,0.134898,0.193125,0.599459,0.254152,1.696408,2.485902,0.895616,0.258691,0.134898,c-SC-m
0.475723,0.297412,0.180342,0.203857,0.387582,0.32448,0.284047,0.259685,0.171037,1.035019,2.282862,0.263407,0.677212,0.356623,2.244967,0.310777,0.298765,0.423617,0.133867,1.566741,1.082231,0.072194,0.179037,0.136666,0.19419,0.573883,0.267831,1.681498,2.499083,0.879259,0.261751,0.136666,c-SC-m
