@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S5

@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pNR1_N numeric
@attribute pNR2B_N numeric
@attribute CREB_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute MEK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute BAX_N numeric
@attribute Tau_N numeric
@attribute GluR4_N numeric
@attribute P3525_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute pS6_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
5.35082,0.20879,0.173261,3.814545,1.092289,1.915958,0.172559,3.434249,1.541802,0.345908,0.44346,2.609615,0.342398,0.812791,0.564699,1.059453,0.17523,1.65484,0.317856,0.561875,2.182447,0.192238,0.2043,0.153629,0.349753,2.437317,0.156001,1.226103,0.994146,0.134804,1.571868,0,c-CS-m
4.727509,0.205892,0.161192,3.77853,0.948414,1.755842,0.161982,2.81499,1.440795,0.274975,0.407608,2.311999,0.312112,0.740603,0.522971,0.969007,0.153779,2.027937,0.299825,0.466762,1.795148,0.176977,0.194126,0.134635,0.3166,2.38214,0.145049,1.056498,0.970067,0.118982,1.646608,0,c-CS-m
4.735602,0.210526,0.165671,3.871971,0.95537,1.744844,0.1606,2.891018,1.469402,0.270033,0.41136,2.320861,0.309478,0.739209,0.542207,0.972906,0.163062,1.969799,0.303008,0.491797,1.763485,0.188106,0.197117,0.137211,0.340355,2.386217,0.150945,1.132737,0.980798,0.128635,1.607631,0,c-CS-m
4.76464,0.203963,0.16444,3.843465,0.945335,1.740481,0.158985,2.794923,1.425852,0.292363,0.409374,2.272322,0.304721,0.738922,0.535293,0.985221,0.168219,1.960879,0.309737,0.48342,1.744163,0.191381,0.204359,0.136612,0.332774,2.380651,0.150522,1.176354,1.002484,0.127919,1.50652,0,c-CS-m
4.256596,0.225564,0.157485,3.72823,0.87095,1.609706,0.156118,2.475325,1.339713,0.241012,0.379357,2.111141,0.296924,0.716746,0.510731,0.794704,0.149463,1.998196,0.273428,0.393785,1.460031,0.164549,0.173977,0.114126,0.306305,2.270558,0.138559,1.115438,0.932442,0.113798,1.541363,0,c-CS-m
4.150104,0.204605,0.151535,3.57232,0.854318,1.529787,0.150494,2.380723,1.284469,0.229969,0.367976,2.021332,0.287201,0.665973,0.521202,0.807087,0.159374,2.015328,0.283972,0.409065,1.430985,0.178986,0.170334,0.121302,0.320148,2.30787,0.158714,1.141162,0.948826,0.125587,1.485703,0,c-CS-m
4.338523,0.206711,0.154362,3.829664,0.882013,1.615302,0.151946,2.408993,1.314497,0.240134,0.379463,2.090067,0.298121,0.712886,0.532886,0.844376,0.160901,2.050591,0.287461,0.418377,1.472318,0.178993,0.188709,0.120111,0.354636,2.430857,0.158891,1.188123,0.982159,0.125052,1.509004,0,c-CS-m
3.387411,0.215282,0.162395,3.074951,0.73913,1.356749,0.162557,1.881084,1.160123,0.238482,0.329332,1.704737,0.261681,0.647631,0.488482,0.735423,0.139629,2.045085,0.256768,0.359329,1.273324,0.152332,0.164619,0.10631,0.31112,2.24344,0.15025,1.040712,0.895981,0.111412,1.397439,0,c-CS-m
3.459701,0.21677,0.173221,3.028924,0.757719,1.341404,0.168183,1.928827,1.138284,0.262756,0.369028,1.725544,0.269418,0.676633,0.504875,0.712917,0.149167,2.053021,0.263438,0.374271,1.206771,0.161875,0.165521,0.103958,0.331042,2.240625,0.175938,1.103958,0.921458,0.125,1.388229,0,c-CS-m
3.542553,0.214075,0.176759,3.165139,0.753028,1.331588,0.163011,1.912602,1.125205,0.241571,0.334043,1.714239,0.271522,0.639444,0.505892,0.777029,0.15349,2.039267,0.264449,0.365617,1.315717,0.162438,0.174334,0.105695,0.328245,2.247816,0.172229,1.133804,0.937467,0.131593,1.405727,0,c-CS-m
3.061814,0.216348,0.165514,2.47987,0.718788,1.239528,0.143758,1.687475,1.023383,0.217975,0.353599,1.54392,0.267385,0.696828,0.368849,0.34412,0.099976,1.875875,0.244506,0.226274,0.715045,0.072326,0.096233,0.073291,0.207438,1.331925,0.109273,0.750664,0.577397,0.067254,0.820333,0,c-CS-m
3.016348,0.212719,0.176834,2.523923,0.725877,1.237241,0.134968,1.635367,0.989434,0.185207,0.349083,1.5937,0.270534,0.687998,0.519936,0.35925,0.10925,1.843912,0.236668,0.244691,0.716494,0.116918,0.099693,0.080345,0.212954,1.345682,0.118334,0.811822,0.60512,0.076805,0.788462,0,c-CS-m
2.938526,0.218262,0.15038,2.610132,0.718062,1.213056,0.166199,1.571886,1.012615,0.187825,0.352823,1.494393,0.260913,0.659992,0.504405,0.471171,0.125463,1.843739,0.237794,0.264653,0.840754,0.102304,0.100155,0.07258,0.224663,1.321953,0.136326,0.85687,0.640922,0.084398,0.790975,0,c-CS-m
4.190911,0.192948,0.190734,3.522325,0.930546,1.692682,0.151311,3.193746,1.314139,0.270907,0.416991,2.700656,0.31219,0.730776,0.516478,1.057311,0.151389,2.533202,0.301794,0.620988,1.077759,0.17626,0.202458,0.136102,0.346326,2.284542,0.138806,1.078348,0.873433,0.114623,1.633227,0,c-CS-m
4.379067,0.200289,0.170282,3.552693,0.954718,1.723337,0.161967,3.258406,1.324928,0.314805,0.442607,2.719902,0.322758,0.737346,0.544288,1.076782,0.156173,2.353032,0.300314,0.602609,1.163759,0.178835,0.205412,0.136506,0.347572,2.250495,0.151244,1.110317,0.903117,0.119884,1.582556,0,c-CS-m
4.443305,0.197284,0.162485,3.620088,0.972395,1.712706,0.15709,3.264904,1.346372,0.266253,0.429368,2.70749,0.317687,0.724036,0.531337,1.13468,0.161489,2.4263,0.30478,0.623013,1.252923,0.177438,0.212025,0.139328,0.362507,2.280221,0.142703,1.136001,0.906707,0.11883,1.567438,0,c-CS-m
3.706285,0.216162,0.151852,3.52413,0.881257,1.487093,0.143771,2.592929,1.22312,0.233333,0.371493,2.243659,0.280584,0.681033,0.485522,0.930796,0.144025,2.478502,0.2883,0.578658,0.952012,0.170484,0.181154,0.124743,0.32025,2.202371,0.125179,1.021841,0.8722,0.104087,1.606365,0,c-CS-m
3.81704,0.198122,0.15456,3.606359,0.861055,1.507581,0.143358,2.610998,1.275289,0.228558,0.379498,2.2969,0.293958,0.677868,0.497171,0.970633,0.145919,2.412113,0.279199,0.57476,1.027902,0.169241,0.183161,0.130594,0.310459,2.209231,0.135478,1.051835,0.893278,0.109347,1.39685,0,c-CS-m
3.843513,0.20102,0.154334,3.59762,0.869575,1.512975,0.14289,2.599773,1.262096,0.229688,0.383229,2.296431,0.292351,0.668215,0.508895,0.995723,0.149932,2.418867,0.283563,0.586959,1.126379,0.16772,0.200012,0.132391,0.32571,2.237945,0.129788,1.036507,0.90771,0.111132,1.593467,0,c-CS-m
3.161823,0.187607,0.143875,3.076353,0.738889,1.267379,0.135185,2.123789,1.109117,0.199715,0.333191,1.835185,0.264815,0.623504,0.478632,0.846938,0.140673,2.464675,0.260645,0.526308,0.890379,0.16059,0.171489,0.11166,0.301655,2.131106,0.125774,1.026582,0.856034,0.091822,1.593664,0,c-CS-m
3.103774,0.185106,0.143939,3.060034,0.738136,1.261149,0.132218,2.071041,1.102916,0.200543,0.348199,1.846341,0.268153,0.617067,0.485849,0.861799,0.14424,2.494658,0.261459,0.526634,0.894704,0.161428,0.171493,0.120935,0.31341,2.134252,0.133478,1.058068,0.871168,0.109012,1.537163,0,c-CS-m
3.307082,0.203923,0.148825,3.285821,0.770774,1.333283,0.147926,2.163947,1.175925,0.207965,0.357239,1.957029,0.276089,0.650247,0.527923,0.91215,0.145894,2.506236,0.270609,0.512354,1.026669,0.163934,0.179936,0.117107,0.309201,2.189348,0.139619,1.042513,0.893403,0.105891,1.540591,0,c-CS-m
2.858794,0.184422,0.140201,2.769012,0.720436,1.197822,0.134003,1.759631,1.036683,0.194975,0.321943,1.670184,0.262647,0.644556,0.488945,0.767203,0.136217,2.386821,0.236922,0.467907,0.764386,0.146278,0.166298,0.100905,0.291851,2.039839,0.134205,1.021831,0.811569,0.10161,1.38672,0,c-CS-m
2.854997,0.189061,0.141965,2.79372,0.729743,1.208812,0.1342,1.827988,1.031735,0.194126,0.337441,1.682478,0.267556,0.648717,0.497974,0.782142,0.135428,2.348215,0.241026,0.471811,0.818037,0.148354,0.172815,0.106493,0.301581,2.023765,0.136224,1.037586,0.833151,0.105499,1.373372,0,c-CS-m
2.968615,0.196931,0.155544,2.909812,0.738576,1.236075,0.140024,1.860838,1.053285,0.230729,0.345577,1.730126,0.27384,0.638041,0.498534,0.810822,0.137089,2.371088,0.249344,0.475066,0.871189,0.147284,0.173935,0.109227,0.300525,2.088835,0.136786,1.049667,0.840703,0.108015,1.370281,0,c-CS-m
2.554992,0.199137,0.136449,2.310435,0.654092,1.071321,0.122748,1.633258,0.92042,0.177928,0.319069,1.458333,0.261824,0.630255,0.484422,0.713332,0.136749,2.243009,0.23435,0.406459,0.679596,0.113296,0.175717,0.088219,0.315353,1.873715,0.162547,1.042215,0.80552,0.091286,1.153527,0,c-CS-m
2.54554,0.173181,0.155975,2.377034,0.653264,1.078923,0.13054,1.597905,0.927062,0.175425,0.31513,1.463063,0.267066,0.620161,0.485506,0.710337,0.139268,2.202441,0.219311,0.410625,0.669598,0.12491,0.177854,0.092965,0.322685,1.89519,0.170495,1.051687,0.836145,0.103912,1.146267,0,c-CS-m
2.528052,0.193849,0.139236,2.318733,0.648649,1.071389,0.137185,1.597018,0.920969,0.191426,0.315191,1.45014,0.249394,0.604846,0.475489,0.700349,0.142385,2.196215,0.227264,0.413559,0.729377,0.123461,0.175638,0.100129,0.330884,1.943046,0.181701,1.062466,0.848797,0.102517,1.060261,0,c-CS-m
5.048357,0.233111,0.168539,2.430664,0.9936,1.87484,0.157588,3.532783,1.314607,0.258285,0.411464,2.620822,0.319016,0.799886,0.577158,1.190679,0.157795,0.924296,0.299267,0.55114,1.246511,0.171911,0.185632,0.150856,0.284205,2.4558,0.137292,1.170412,0.876902,0.122072,1.712404,0,c-CS-m
4.967437,0.211728,0.166902,2.438681,0.979137,1.823654,0.158585,3.521427,1.240062,0.27051,0.397237,2.557231,0.315901,0.805892,0.572033,1.186467,0.158039,0.927011,0.303548,0.542486,1.313494,0.171822,0.187642,0.14731,0.281306,2.460804,0.134153,1.122249,0.873443,0.115984,1.616023,0,c-CS-m
5.231464,0.219991,0.17324,2.451169,1.017066,1.856159,0.160476,3.561451,1.258139,0.258282,0.402553,2.613796,0.317797,0.79478,0.569195,1.217811,0.157545,0.931034,0.303464,0.574106,1.498576,0.172097,0.192661,0.152246,0.284087,2.44448,0.133028,1.147975,0.88801,0.11634,1.67012,0,c-CS-m
4.448309,0.209038,0.169376,2.085013,0.879714,1.660761,0.160598,3.262191,1.203999,0.229844,0.374837,2.265117,0.29844,0.720254,0.535273,1.105545,0.161297,0.974851,0.29694,0.542167,1.035956,0.164024,0.184022,0.153015,0.277851,2.431472,0.141198,1.189779,0.851833,0.121503,1.576911,0,c-CS-m
4.566981,0.216427,0.172545,2.151515,0.907932,1.684716,0.154993,3.300215,1.203842,0.237622,0.375393,2.279516,0.303361,0.751283,0.548932,1.084651,0.157137,0.965024,0.29562,0.541768,1.180049,0.168187,0.180049,0.149635,0.2794,2.403386,0.14781,1.166768,0.844891,0.12135,1.558191,0,c-CS-m
4.562458,0.227936,0.172437,2.200611,0.92685,1.748642,0.158181,3.526307,1.263408,0.272743,0.38408,2.39036,0.309572,0.770197,0.558893,1.111814,0.157926,0.951175,0.298373,0.526321,1.243621,0.161141,0.178019,0.147177,0.281997,2.360358,0.142355,1.143962,0.857846,0.118344,1.585393,0,c-CS-m
4.002358,0.218357,0.171777,2.171973,0.837461,1.518671,0.166667,2.762186,1.108884,0.235653,0.362618,2.081761,0.312107,0.756682,0.567217,0.986736,0.160078,0.963849,0.292978,0.485956,0.948635,0.155917,0.16775,0.149545,0.286216,2.353576,0.156957,1.203121,0.817425,0.115995,1.530039,0,c-CS-m
4.258492,0.238608,0.18227,2.300539,0.904101,1.637531,0.171085,2.973281,1.1715,0.26512,0.378625,2.257457,0.327672,0.775684,0.579743,0.970839,0.1571,0.97281,0.294496,0.505714,1.01747,0.148168,0.170104,0.139498,0.295941,2.367398,0.157362,1.194404,0.810062,0.119401,1.590569,0,c-CS-m
4.006841,0.254975,0.187811,2.336443,0.902778,1.66107,0.187604,2.979685,1.168532,0.251658,0.387231,2.215589,0.327322,0.770108,0.577322,0.967157,0.154756,0.9732,0.289149,0.511298,1.150946,0.144771,0.169601,0.142801,0.295323,2.336837,0.163558,1.204414,0.840646,0.115738,1.571466,0,c-CS-m
3.203498,0.227369,0.200662,1.912314,0.742378,1.356653,0.17679,2.301347,0.991964,0.230442,0.349799,1.754904,0.312692,0.724888,0.578823,0.960293,0.161476,0.984117,0.270944,0.474463,0.866552,0.138119,0.169885,0.134849,0.300997,2.329648,0.162255,1.220959,0.829492,0.123793,1.45967,0,c-CS-m
3.077074,0.235886,0.184831,2.022337,0.789887,1.400589,0.196858,2.34217,1.033382,0.242759,0.367207,1.820569,0.333088,0.748405,0.579529,0.959786,0.157546,0.992746,0.291437,0.49109,0.946854,0.147768,0.175524,0.145245,0.310677,2.317458,0.16212,1.213689,0.809967,0.110235,1.498029,0,c-CS-m
3.496403,0.247945,0.200925,2.174203,0.79445,1.47482,0.18962,2.477903,1.065519,0.256166,0.386948,1.926773,0.340185,0.780319,0.574255,0.925866,0.162388,1.008184,0.310976,0.476091,1.019095,0.144416,0.178273,0.141849,0.315308,2.315308,0.178755,1.235558,0.846598,0.126284,1.500321,0,c-CS-m
2.999703,0.246877,0.221594,1.889054,0.786139,1.418203,0.233789,2.209994,1.027662,0.2674,0.436942,1.760262,0.363177,0.839976,0.645449,0.900085,0.162997,1.023285,0.313929,0.437341,0.856266,0.125318,0.164479,0.154318,0.327688,2.254445,0.199196,1.313929,0.841236,0.109865,1.455546,0,c-CS-m
2.969938,0.269427,0.192002,1.756665,0.779353,1.35536,0.187181,2.117697,1.001985,0.28304,0.40641,1.711004,0.34118,0.784458,0.615428,0.882735,0.160478,1.004825,0.306902,0.471366,0.893224,0.129432,0.16824,0.142438,0.322845,2.170757,0.193833,1.278162,0.819173,0.109713,1.405496,0,c-CS-m
3.047123,0.243712,0.199769,1.805146,0.795895,1.371784,0.197745,2.175484,1.026886,0.256432,0.431628,1.736918,0.347788,0.796473,0.601619,0.885916,0.157748,1.015625,0.309717,0.452697,0.93964,0.126712,0.175514,0.142551,0.318707,2.191567,0.187072,1.278253,0.833262,0.119649,1.423587,0,c-CS-m
4.770716,0.243126,0.180885,4.09774,0.987288,1.795574,0.17194,3.277778,1.531827,0.303955,0.44275,2.540301,0.330791,0.774576,0.514689,1.297054,0.177527,2.407529,0.317717,0.77859,1.701463,0.176043,0.27322,0.132416,0.3259,2.372034,0.139986,1.268975,1.052015,0.131189,1.620141,0,c-CS-m
4.820444,0.245119,0.186256,3.837481,0.991194,1.840735,0.179556,3.386007,1.588438,0.309437,0.44755,2.50737,0.330781,0.803025,0.509571,1.326634,0.178599,2.339443,0.321427,0.787035,1.805051,0.181411,0.277584,0.136527,0.340328,2.459932,0.151627,1.279823,1.050143,0.132622,1.633793,0,c-CS-m
4.89142,0.247912,0.190015,3.925399,0.967445,1.853929,0.176063,3.349374,1.501614,0.31492,0.457099,2.540812,0.335042,0.811124,0.513383,1.234465,0.188355,2.320366,0.322768,0.780679,1.868773,0.180157,0.271018,0.138277,0.333368,2.438956,0.149661,1.395039,1.032324,0.140157,1.626736,0,c-CS-m
4.451807,0.25956,0.189366,4.027894,0.920901,1.679544,0.181247,2.894709,1.473284,0.318098,0.422342,2.391566,0.322813,0.795312,0.519513,1.214656,0.169612,2.5097,0.310125,0.654398,1.517473,0.171605,0.250266,0.134534,0.32122,2.42506,0.143901,1.289131,1.03953,0.127691,1.676654,0,c-CS-m
4.261675,0.253184,0.185257,3.816673,0.881256,1.691368,0.18204,2.754664,1.506497,0.28882,0.416699,2.310305,0.324585,0.773061,0.510485,1.13434,0.169316,2.388911,0.310546,0.683029,1.580882,0.171966,0.263447,0.124735,0.327636,2.422032,0.1511,1.286831,1.022523,0.135334,1.642886,0,c-CS-m
4.225769,0.256905,0.191767,3.855263,0.940464,1.704534,0.183168,2.814617,1.487103,0.290646,0.435904,2.37741,0.324909,0.805367,0.548593,1.066864,0.169165,2.495398,0.314464,0.67712,1.713346,0.177449,0.2357,0.131558,0.32735,2.368047,0.156082,1.316831,1.009402,0.140565,1.600066,0,c-CS-m
3.980568,0.259033,0.182753,3.600931,0.881002,1.609443,0.184358,2.464429,1.471816,0.26899,0.381082,2.106793,0.310583,0.7445,0.495905,1.04504,0.164604,2.563779,0.306172,0.600309,1.352243,0.165893,0.221592,0.117758,0.330755,2.350438,0.150077,1.322245,0.952553,0.126784,1.653172,0,c-CS-m
3.897372,0.272841,0.207603,3.526596,0.855914,1.538642,0.182572,2.43664,1.445244,0.267365,0.387046,2.087766,0.293023,0.717929,0.475907,0.973539,0.156471,2.445673,0.314303,0.596273,1.444993,0.165915,0.229899,0.117672,0.336935,2.319748,0.155024,1.310389,0.935761,0.128308,1.40211,0,c-CS-m
3.631074,0.269916,0.179132,3.377304,0.831988,1.504798,0.179741,2.360853,1.432597,0.263214,0.378827,2.018126,0.285301,0.736024,0.475095,0.944591,0.159577,2.485125,0.312846,0.59347,1.572585,0.167761,0.216435,0.119853,0.328702,2.304066,0.15344,1.310971,0.943568,0.133066,1.545307,0,c-CS-m
3.307143,0.25551,0.200612,3.156122,0.771633,1.422857,0.181837,2.063061,1.326327,0.266531,0.367959,1.859592,0.303061,0.695102,0.571633,0.928697,0.165196,2.491352,0.300506,0.593011,1.054477,0.161548,0.193199,0.105189,0.287563,2.228615,0.141428,1.264384,1.009295,0.106365,1.573832,0,c-CS-m
3.329082,0.25507,0.204474,3.278486,0.797826,1.487769,0.195066,2.125653,1.373406,0.314865,0.361907,1.887727,0.31382,0.703324,0.596278,0.883933,0.165405,2.553242,0.285021,0.602934,1.094061,0.161737,0.19664,0.106957,0.292948,2.227165,0.134879,1.243019,0.994439,0.117487,1.572646,0,c-CS-m
3.163125,0.262093,0.196924,3.073669,0.831208,1.4068,0.195305,2.094111,1.397086,0.272819,0.376847,1.862781,0.303987,0.722121,0.554746,0.874531,0.162957,2.446813,0.294752,0.589035,1.265581,0.150656,0.203608,0.102624,0.290886,2.1612,0.128046,1.173735,0.986528,0.101804,1.579311,0,c-CS-m
3.029671,0.293281,0.239823,3.00049,0.811182,1.381314,0.212604,1.878617,1.375674,0.314615,0.357528,1.780775,0.31486,0.685875,0.605199,0.848154,0.160193,2.515409,0.290209,0.543339,1.044623,0.14687,0.189406,0.105618,0.294543,2.185875,0.15634,1.224398,1.043018,0.109791,1.530498,0,c-CS-m
3.170197,0.281896,0.20827,3.075895,0.83535,1.426878,0.219112,1.947806,1.314423,0.27887,0.590015,1.835855,0.318961,0.704488,0.62002,0.860382,0.168286,2.611597,0.270651,0.56495,1.087464,0.155329,0.199061,0.086492,0.28944,2.206997,0.156301,1.227243,1.041464,0.111111,1.529964,0,c-CS-m
3.023239,0.272573,0.214476,2.932704,0.8061,1.359477,0.201162,1.866618,1.318325,0.267248,0.398451,1.771,0.310336,0.73009,0.57129,0.839562,0.160921,2.519974,0.290915,0.567977,1.162049,0.144652,0.188305,0.082152,0.288499,2.134343,0.147552,1.174774,0.985664,0.103415,1.553157,0,c-CS-m
4.760086,0.222057,0.196015,3.923115,0.939484,1.69957,0.193452,3.591683,1.571429,0.35086,0.475777,2.802662,0.362351,0.782407,0.52414,1.055585,0.173796,1.733958,0.322947,0.580187,1.811768,0.169483,0.211865,0.120896,0.309876,2.172476,0.140217,1.158525,0.928395,0.123889,1.461403,0,c-CS-m
4.975746,0.223787,0.199283,3.97933,0.964077,1.712869,0.194366,3.727455,1.514086,0.33764,0.483581,2.806468,0.371562,0.799133,0.512419,0.993274,0.165384,1.644305,0.328263,0.592034,1.764013,0.167978,0.20451,0.123093,0.315514,2.237306,0.148063,1.180244,0.92377,0.128413,1.449598,0,c-CS-m
4.45611,0.219856,0.190162,3.883097,0.93335,1.686164,0.192446,3.524882,1.555963,0.323054,0.481237,2.642601,0.366944,0.775004,0.493637,1.002173,0.168175,1.695938,0.32433,0.587946,2.016188,0.171678,0.206626,0.125732,0.327435,2.135045,0.14804,1.22716,0.917731,0.126087,1.449486,0,c-CS-m
4.319007,0.236221,0.189045,5.23883,0.847244,1.617827,0.189726,3.104559,1.558743,0.29746,0.445339,2.616013,0.367203,0.793491,0.538784,0.969729,0.168651,1.879391,0.312126,0.516972,1.649428,0.165689,0.197619,0.11901,0.293585,2.222202,0.13145,1.162727,0.947278,0.120076,1.575914,0,c-CS-m
4.601656,0.24107,0.18925,5.252863,0.808935,1.54496,0.185282,3.047057,1.531126,0.296859,0.447443,2.560608,0.347545,0.765846,0.52024,0.909737,0.166308,1.922939,0.339128,0.527061,1.739546,0.168519,0.193548,0.118877,0.301075,2.202151,0.13871,1.208841,0.940323,0.127897,1.612306,0,c-CS-m
4.568467,0.236384,0.185667,4.977288,0.830209,1.548071,0.179493,2.946968,1.562734,0.296362,0.436384,2.544322,0.347078,0.772988,0.5,0.955463,0.168179,1.815343,0.327104,0.543224,1.806448,0.168418,0.200776,0.118269,0.310149,2.225851,0.138567,1.175881,0.923403,0.123284,1.538328,0,c-CS-m
4.092289,0.26142,0.179651,5.057797,0.777334,1.439739,0.172193,2.740312,1.502464,0.308563,0.402051,2.298575,0.311093,0.73019,0.510055,0.941862,0.16345,1.978305,0.322498,0.477996,1.451745,0.171479,0.196572,0.115967,0.274861,2.197653,0.123533,1.157196,0.939083,0.112492,1.59983,0,c-CS-m
4.126449,0.237841,0.178814,5.048501,0.779347,1.39547,0.178548,2.673951,1.506329,0.275416,0.411726,2.362425,0.313791,0.713524,0.508594,0.917801,0.162678,2.016815,0.321289,0.486782,1.600813,0.175661,0.199202,0.120131,0.281323,2.207649,0.133662,1.179728,0.953621,0.12107,1.537385,0,c-CS-m
4.258997,0.240669,0.182074,5.07291,0.751304,1.466355,0.180468,2.711706,1.509164,0.28,0.41097,2.30408,0.334047,0.731505,0.494448,0.866948,0.166471,1.968377,0.312954,0.48942,1.622316,0.166081,0.196689,0.116655,0.280862,2.169204,0.131491,1.189428,0.961974,0.120559,1.510112,0,c-CS-m
3.827912,0.245366,0.217034,4.76093,0.71581,1.337006,0.181532,2.386324,1.463274,0.275446,0.390171,2.1546,0.310773,0.713186,0.509969,0.898767,0.164776,1.947114,0.303799,0.455649,1.429995,0.160138,0.186581,0.118007,0.276862,2.187568,0.131327,1.236112,0.962802,0.117316,1.586778,0,c-CS-m
3.833808,0.250802,0.190595,4.889562,0.754898,1.407553,0.192376,2.397399,1.501247,0.276274,0.401318,2.117385,0.320271,0.704845,0.474172,0.874332,0.165941,1.950327,0.305858,0.466555,1.480111,0.167623,0.19434,0.116268,0.294775,2.176232,0.130912,1.234217,0.977835,0.117653,1.568771,0,c-CS-m
3.642574,0.253064,0.201694,4.979813,0.740988,1.413482,0.194304,2.400324,1.512797,0.286049,0.404831,2.227469,0.339942,0.719719,0.541276,0.850151,0.168116,1.942854,0.303116,0.45062,1.523396,0.160887,0.181987,0.111751,0.276741,2.118882,0.138615,1.238449,0.956335,0.116147,1.549184,0,c-CS-m
3.501096,0.263596,0.197588,4.653947,0.677851,1.26557,0.183114,2.182895,1.395175,0.267105,0.383772,1.95614,0.319737,0.694737,0.532675,0.801324,0.158835,1.920053,0.276506,0.401588,1.236797,0.140304,0.178028,0.105493,0.276903,2.109332,0.135142,1.23137,0.942687,0.112773,1.430841,0,c-CS-m
3.451312,0.271232,0.203201,4.592708,0.72699,1.312583,0.188306,2.178301,1.386172,0.267897,0.356825,2.042686,0.35149,0.713651,0.51912,0.771306,0.161769,1.936548,0.297088,0.435212,1.269036,0.137457,0.182741,0.111274,0.278921,2.113278,0.141998,1.250735,0.967139,0.111809,1.455517,0,c-CS-m
3.396617,0.252089,0.200292,4.327903,0.668129,1.255013,0.184837,2.032999,1.369883,0.261278,0.355054,1.864662,0.303885,0.688388,0.51462,0.748113,0.161833,1.982916,0.292412,0.42458,1.307641,0.158522,0.177328,0.105549,0.276917,2.068865,0.148722,1.208847,0.950073,0.105284,1.47305,0,c-CS-m
4.329648,0.230412,0.171854,5.60961,0.923833,1.927791,0.161889,2.606607,1.235736,0.276549,0.366912,2.48089,0.565247,0.879197,0.520202,1.24689,0.131268,1.62894,0.266351,0.270396,1.104098,0.180875,0.140578,0.140578,0.254751,2.468519,0.149584,1.415325,0.888728,0.129512,1.027627,0,c-SC-m
4.329734,0.226758,0.164999,5.354227,0.909007,1.894522,0.14946,2.482618,1.155649,0.262707,0.356334,2.421649,0.553068,0.860811,0.502765,1.182121,0.128061,1.588142,0.264842,0.279551,1.105088,0.177951,0.139662,0.138676,0.26416,2.471605,0.149443,1.402077,0.861551,0.127682,0.982182,0,c-SC-m
4.617309,0.230927,0.172956,5.538693,0.950096,1.9758,0.160651,2.633306,1.221903,0.27796,0.367241,2.509571,0.567815,0.847142,0.530079,1.217116,0.129837,1.612806,0.269869,0.270951,1.216575,0.180582,0.141423,0.137484,0.257434,2.455086,0.154399,1.396154,0.887155,0.130378,0.990036,0,c-SC-m
4.161513,0.234237,0.186042,5.238383,0.919503,1.854379,0.175333,2.333909,1.182933,0.262049,0.367594,2.296079,0.542926,0.835205,0.543617,1.159038,0.135187,1.603998,0.277424,0.258594,1.016898,0.177771,0.152955,0.141078,0.254152,2.485902,0.161163,1.464562,0.895616,0.134898,1.028679,0,c-SC-m
3.827948,0.237354,0.180342,5.143292,0.886144,1.751649,0.171037,2.282862,1.165962,0.263407,0.356623,2.244967,0.530198,0.804432,0.533581,1.149986,0.133867,1.566741,0.277483,0.28337,1.082231,0.179037,0.142843,0.14294,0.267831,2.499083,0.163112,1.434611,0.879259,0.136666,1.058489,0,c-SC-m
4.080775,0.232638,0.171236,5.105073,0.867017,1.788869,0.169759,2.285339,1.115416,0.257429,0.35101,2.175341,0.516336,0.824495,0.525858,1.160662,0.132619,1.607108,0.338851,0.275755,1.141577,0.177799,0.149367,0.142064,0.267868,2.479455,0.16816,1.437001,0.879844,0.134469,1.051022,0,c-SC-m
3.715011,0.245455,0.201903,5.254123,0.916279,1.823044,0.188161,2.218816,1.155391,0.289006,0.381607,2.220719,0.55814,0.858774,0.576321,1.06452,0.132535,1.533134,0.304505,0.237364,0.937352,0.160115,0.140646,0.133283,0.25521,2.434669,0.168102,1.429802,0.849869,0.137527,1.075877,0,c-SC-m
3.884141,0.254519,0.192276,5.088537,0.885374,1.777938,0.187551,2.198644,1.113599,0.284922,0.369556,2.186935,0.544782,0.839975,0.571898,1.005561,0.129758,1.504202,0.289545,0.241597,0.96824,0.165101,0.137173,0.135937,0.266312,2.433391,0.175729,1.446985,0.835146,0.132106,1.041646,0,c-SC-m
