@relation 'mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute 0.196NR1_N+0.196BDNF_N+0.195MEK_N+0.193TRKA_N+0.193pNR2B_N... numeric
@attribute 0.211SNCA_N+0.203P38_N+0.202Behavior=S/C-0.202CaNA_N-0.191ITSN1_N... numeric
@attribute '0.24 PSD95_N+0.232pCASP9_N+0.228P70S6_N+0.227nNOS_N+0.204ARC_N...' numeric
@attribute 0.258pPKCG_N+0.237S6_N+0.229P3525_N+0.221H3AcK18_N+0.217pGSK3B_N... numeric
@attribute -0.329GFAP_N+0.235pPKCG_N+0.226pRSK_N+0.222pP70S6_N-0.22BCL2_N... numeric
@attribute 0.299AcetylH3K9_N+0.225pP70S6_N+0.222TIAM1_N-0.21BRAF_N+0.205Tau_N... numeric
@attribute -0.35Tau_N-0.265AcetylH3K9_N+0.259pPKCAB_N+0.232PKCA_N-0.223SOD1_N... numeric
@attribute 0.267pP70S6_N+0.265DYRK1A_N+0.264pGSK3B_Tyr216_N+0.246BRAF_N+0.236ITSN1_N... numeric
@attribute -0.343SHH_N+0.302GluR4_N-0.289P3525_N+0.256GluR3_N-0.241Treatment=Saline... numeric
@attribute 0.386Genotype=Ts65Dn-0.383Treatment=Saline+0.273APP_N-0.245SOD1_N+0.209pNUMB_N... numeric
@attribute 0.408Genotype=Ts65Dn+0.345APP_N-0.267AcetylH3K9_N+0.256Treatment=Saline+0.218GluR4_N... numeric
@attribute 0.339BAX_N+0.299Treatment=Saline-0.294GluR3_N+0.275Ubiquitin_N+0.226RRP1_N... numeric
@attribute 0.294pRSK_N-0.275BCL2_N+0.249pCASP9_N-0.243Genotype=Ts65Dn-0.232PSD95_N... numeric
@attribute -0.309BAD_N+0.297pCREB_N-0.282EGR1_N-0.257AKT_N+0.232CREB_N... numeric
@attribute 0.306BAX_N-0.303pCAMKII_N-0.281S6_N-0.257pNR2A_N+0.248pGSK3B_Tyr216_N... numeric
@attribute '-0.41RRP1_N+0.36 Treatment=Saline-0.307pCFOS_N+0.255GluR4_N-0.243SHH_N...' numeric
@attribute '0.307pCFOS_N-0.286nNOS_N+0.27 pCASP9_N-0.251GluR4_N+0.248SYP_N...' numeric
@attribute 0.322nNOS_N-0.279GFAP_N-0.263ADARB1_N-0.223pRSK_N+0.218SYP_N... numeric
@attribute '-0.385GluR4_N-0.379H3AcK18_N-0.227SOD1_N+0.21 BCL2_N-0.207ADARB1_N...' numeric
@attribute -0.322DSCR1_N-0.254H3MeK4_N-0.236Treatment=Saline-0.236pMTOR_N-0.225CDK5_N... numeric
@attribute 0.477RRP1_N-0.343SHH_N-0.295H3AcK18_N-0.279BAX_N-0.227BCL2_N... numeric
@attribute 0.376CDK5_N-0.287pGSK3B_Tyr216_N-0.257pGSK3B_N-0.252DSCR1_N-0.219S6_N... numeric
@attribute 0.355RRP1_N-0.323pCFOS_N-0.288CDK5_N+0.226BAD_N+0.212pCASP9_N... numeric
@attribute -0.385GFAP_N+0.339RRP1_N-0.297P3525_N+0.209CDK5_N+0.204pCAMKII_N... numeric
@attribute -0.372CDK5_N+0.362GluR4_N-0.29SOD1_N-0.277EGR1_N+0.254SYP_N... numeric
@attribute '0.39 BCL2_N+0.25 Treatment=Saline-0.241EGR1_N+0.229P3525_N-0.214BAD_N...' numeric
@attribute '0.344SYP_N+0.285GFAP_N+0.245SOD1_N+0.24 pMTOR_N-0.231pCASP9_N...' numeric
@attribute 0.348SYP_N-0.336BCL2_N+0.272H3MeK4_N-0.256EGR1_N+0.229Treatment=Saline... numeric
@attribute 0.322CDK5_N-0.316CREB_N+0.238pELK_N-0.237nNOS_N-0.212pBRAF_N... numeric
@attribute -0.332BAX_N+0.292BAD_N+0.292ADARB1_N+0.269pCFOS_N-0.245P3525_N... numeric
@attribute '0.334pELK_N+0.282pP70S6_N-0.262GluR4_N+0.26 GluR3_N+0.253BCL2_N...' numeric
@attribute '0.295SYP_N-0.266BAD_N+0.248nNOS_N+0.22 EGR1_N-0.214pCREB_N...' numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
6.234252,-1.563559,3.478535,-1.290622,-4.36105,-0.276267,0.565201,-0.75908,-1.097866,0.977455,-1.706392,-1.011816,-0.902674,-1.055961,0.54979,-0.620383,-0.473211,-0.030373,0.31376,0.14511,0.685039,-0.341636,-0.336262,-0.372088,0.427069,-0.098808,-0.400102,0.945689,0.214898,0.570936,0.367498,0.647748,c-CS-m,cluster3
6.770422,-1.432628,2.854242,-1.091937,-5.246329,0.030214,0.53035,-1.097597,-1.584362,1.161646,-1.697371,-0.120158,-1.219992,-1.323704,0.539641,-0.800065,-0.228314,0.316697,0.359129,0.060571,0.212324,-0.418333,-0.102984,-0.376868,0.389133,-0.128592,-0.090968,0.182094,0.403428,0.43119,0.05234,0.675587,c-CS-m,cluster3
7.616131,-1.169425,2.696198,-1.232722,-5.819003,0.612328,0.854997,-0.813227,-1.587129,1.234828,-1.792065,0.007217,-1.432589,-1.672245,0.63634,-0.93741,-0.488097,0.502479,0.307397,0.261238,0.251773,-0.149719,0.297361,0.002624,-0.076863,0.179341,-0.407692,-0.508575,0.468258,0.653511,0.322105,0.388968,c-CS-m,cluster3
3.032037,-1.129201,1.002965,-0.615072,-4.16101,-0.624981,1.414389,-1.381596,0.020118,-0.067658,-0.870803,-1.296593,-1.133384,-1.209056,0.025228,-0.793622,0.543468,0.566921,-0.317582,0.055438,1.625732,-0.932535,-0.752373,-0.338551,0.22624,0.459943,0.464863,-0.124877,-0.441401,-0.835568,-0.502168,0.662864,c-CS-m,cluster3
5.385245,0.004145,1.225283,-0.606068,-4.865001,-0.338994,1.110398,-1.186516,-1.523351,0.705231,-1.396545,-0.615519,-1.572487,-1.157698,0.047319,-0.558561,-0.831388,0.057976,0.159521,0.29687,0.676534,0.015248,-0.231375,-0.624103,-0.02908,0.207893,0.238196,-0.304356,0.108767,-0.380951,-0.132503,0.923328,c-CS-m,cluster3
6.352269,0.235075,0.92363,-0.285024,-5.909783,0.382389,1.428298,-1.456966,-1.429054,1.043571,-1.647675,0.202945,-1.459059,-1.230439,0.267525,-0.62188,-1.057042,0.004353,-0.060098,0.661265,0.607037,-0.10106,0.300278,-0.798777,-0.330192,0.389892,0.191147,-0.845906,0.375957,-0.031084,-0.217652,0.750173,c-CS-m,cluster3
2.350583,-0.051244,-0.585299,0.176957,-2.190507,-2.137626,0.922815,-1.735311,-1.860023,1.031936,-0.819521,-0.859448,-1.230495,-0.869213,0.03287,-1.150878,0.216827,-0.228305,-0.609623,-0.104883,0.547646,-1.008832,-0.672661,0.176962,-0.517206,0.273836,0.309631,0.158616,-0.797038,0.273505,0.27986,-0.357506,c-CS-m,cluster3
2.760238,0.462819,-0.299366,0.959673,-3.160525,-1.944796,1.094255,-1.741314,-2.064102,1.056877,-0.968391,-0.95864,-1.101965,-0.64064,-0.025473,-0.672074,-0.269169,-0.426962,-0.409343,0.229577,0.247575,-0.777821,-0.617349,-0.20582,-0.254662,0.314309,0.587734,-0.092871,-0.441962,0.28052,0.000803,-0.04064,c-CS-m,cluster4
2.428589,0.414841,-0.092325,0.618443,-3.848405,-1.441813,1.692774,-1.444953,-2.323377,0.919476,-1.019947,-0.593345,-1.293202,-1.139686,-0.155191,-0.612,-0.069662,0.080893,-0.412762,0.558848,0.517429,-0.407216,-0.797026,-0.46855,-0.829955,0.468391,0.783089,-0.295036,-0.12555,-0.621082,-0.31319,-0.154326,c-CS-m,cluster3
2.052474,1.888065,0.477733,2.076518,-3.653375,-3.383116,1.441187,-1.393566,-2.172108,0.902519,-1.179975,-1.148844,-1.053069,-0.593127,0.061838,-0.505755,0.154478,0.136191,-0.096767,0.808443,0.890055,-0.644325,-0.081748,0.093645,-0.40845,1.027815,0.670983,-0.40084,-0.290325,-0.61834,0.084679,0.560862,c-CS-m,cluster4
2.584113,2.148594,-0.928726,1.283562,-3.429839,-3.286376,1.224388,-1.919069,-1.898922,0.702357,-1.08968,-1.172882,-0.87281,-1.051334,-0.492616,-0.499674,0.23847,0.045146,-0.041429,0.762836,0.854859,-0.647946,-0.514282,0.334593,-0.711304,0.488379,0.336413,-0.26633,-0.247639,-0.444158,-0.157039,0.949604,c-CS-m,cluster4
2.516843,1.925967,-0.630224,1.502619,-3.41959,-2.999442,1.278383,-1.88749,-2.275629,0.650247,-0.964632,-1.172668,-0.773046,-1.221413,-0.619426,-0.408613,0.02921,0.541807,0.055012,0.931419,1.029898,0.043856,-0.23337,-0.189944,-0.598091,0.780086,0.272862,-0.762058,-0.08295,-0.811729,-0.6622,0.804939,c-CS-m,cluster4
0.597788,-1.554821,4.801891,-1.207727,-3.821723,-0.834097,1.009914,-1.554183,0.717016,1.370851,-1.198386,-0.623417,-0.38733,-0.830517,-0.402639,0.225246,0.83228,-0.695773,-0.830889,-0.208965,-0.829348,-0.059666,0.297223,0.825454,-0.492039,-0.076695,-0.777644,0.832122,-0.004351,-0.070326,0.390595,-0.450039,c-CS-m,cluster3
2.112412,-1.331263,4.098171,-1.495332,-4.027643,-0.482673,1.103798,-1.169441,0.420341,1.352058,-1.05832,-0.908545,-0.295759,-0.541573,-0.690725,0.257292,0.863941,-0.449471,-0.897387,-0.059231,-0.485919,-0.062471,0.314584,0.499164,-0.324637,0.351179,-0.826897,0.563633,0.007375,-0.320258,0.165715,-0.623659,c-CS-m,cluster3
2.583775,-1.545971,3.655928,-1.667495,-3.870819,-0.336519,1.128865,-1.517719,0.504085,1.248275,-1.051904,-0.597383,-0.718695,-1.07439,-0.396398,0.285664,0.724951,-0.402348,-1.140805,-0.339106,-0.697539,0.096203,0.027496,1.067502,-0.885061,0.147311,-0.582676,0.521022,0.38146,-0.214092,-0.041533,-0.556529,c-CS-m,cluster3
0.852569,-0.167876,2.399541,-1.673872,-2.64659,-1.056774,0.918225,-1.244164,0.433666,1.603125,-1.08176,-0.985473,-0.276424,-0.575367,-0.441425,0.269928,0.241266,-0.67431,-0.736332,-0.056943,-0.445133,0.08235,0.357366,0.946581,-0.375402,0.242336,-0.446784,1.280866,-0.052666,-0.190845,0.065021,-0.005329,c-CS-m,cluster4
1.047863,0.171646,3.274025,-1.001412,-3.866066,-0.999845,1.268593,-1.019893,0.160587,1.748216,-1.270387,-0.510807,-0.22366,-0.489006,-0.146244,0.029193,0.03828,-0.717982,-0.620154,0.021745,-0.660267,0.098774,0.068176,0.413937,-0.288084,0.468877,-0.400009,1.025294,0.055443,-0.533994,0.110366,-0.083754,c-CS-m,cluster4
1.805478,-0.122132,2.985802,-1.199604,-3.942601,-0.688831,1.460888,-1.026006,0.424153,1.598531,-1.161023,-0.571478,-0.207758,-0.599949,-0.211657,0.228938,-0.302585,-0.500642,-0.756423,-0.220751,-0.735225,0.03171,0.190969,0.023733,-0.576625,0.346919,-0.16423,0.878996,0.091773,-0.762196,0.191386,-0.295421,c-CS-m,cluster4
-0.514044,0.913345,1.110301,-1.34129,-2.61682,-1.355959,1.227721,-1.43738,0.310976,1.431982,-0.811791,-0.923764,-0.404744,-0.389916,-0.458973,0.504557,-0.466265,-0.254854,-0.889559,0.003912,-0.520592,0.381533,-0.158525,0.627855,-0.102742,0.707115,-0.067656,0.807268,-0.056187,-0.311127,0.018384,-0.041682,c-CS-m,cluster4
0.170008,1.37323,1.608837,-0.809063,-3.302163,-1.495853,1.453847,-1.278734,0.04597,1.583209,-1.021108,-0.597217,-0.469567,-0.267101,0.215421,0.406379,-0.702296,-0.29399,-0.420982,0.141806,-1.101124,0.229884,-0.310526,0.52653,-0.315488,0.765296,-0.37395,0.538178,-0.126345,-0.628862,-0.050777,0.099275,c-CS-m,cluster4
-0.281804,1.139795,1.831423,-0.941092,-3.4908,-1.235827,1.712865,-1.239705,0.040691,1.714661,-1.129539,-0.459814,-0.461208,-0.424152,-0.022408,0.556585,-0.508209,-0.154739,-0.503338,0.296735,-0.97262,0.320664,0.139374,0.410521,-0.322088,0.76824,0.269581,0.601281,0.353181,-0.723789,0.244544,-0.240444,c-CS-m,cluster4
-0.7802,2.268219,-0.328227,-1.367646,-3.030193,-1.494627,1.494969,-1.248091,0.27733,1.702401,-0.730676,-0.910703,-0.376163,0.008907,0.105736,0.683166,-0.975327,-0.237649,-0.388903,0.115043,-0.915245,0.72965,-0.431922,0.413075,-0.055028,0.796621,0.399553,1.073459,0.171946,-0.116141,0.36459,0.130976,c-CS-m,cluster4
-1.149466,2.220732,0.36394,-1.075078,-3.572436,-1.568359,1.741265,-1.003281,0.058705,1.559266,-0.397876,-0.727841,-0.038741,0.052916,-0.196772,0.275671,-1.1577,-0.615817,-0.760071,0.205517,-0.997581,0.666719,-0.208744,0.238954,0.061044,0.927813,0.450642,0.593406,0.18203,0.02631,0.215759,0.078086,c-CS-m,cluster4
-0.278176,2.696509,0.550314,-1.269708,-3.847145,-1.204097,1.900947,-0.618074,-0.205468,1.987015,-0.747485,-0.630159,0.018989,0.036601,0.183712,0.279289,-1.224928,-0.091135,-0.376122,0.309231,-0.691673,0.823792,0.091387,0.36847,-0.010409,0.937439,0.395719,0.528195,0.320046,-0.515272,0.061005,-0.005522,c-CS-m,cluster4
-0.072341,3.686107,-1.965657,-1.947854,-3.008806,-1.894102,2.063708,-0.84724,-0.313581,1.80816,-0.086306,-1.333346,0.022912,0.142994,-0.667913,0.787542,-1.101121,0.047252,-0.46182,0.370877,-0.834054,1.569258,-0.435046,1.16613,0.000098,1.324506,1.096451,1.096117,0.939929,0.690119,0.424167,0.244194,c-CS-m,cluster4
0.963224,4.256856,-1.746991,-1.143253,-4.261476,-1.493438,2.331111,-0.411323,-0.278214,1.687421,0.024702,-1.264277,0.371744,0.426219,-0.136057,0.201458,-1.375898,-0.312934,-0.432689,0.219678,-0.854054,0.85878,-0.613726,0.521832,0.090052,1.620728,1.044761,0.227382,0.489947,-0.791525,0.515136,-0.134275,c-CS-m,cluster4
0.592233,4.117881,-1.524103,-0.686101,-4.77142,-1.184749,2.490959,-0.359237,-0.826511,2.028407,-0.064353,-1.147622,0.468762,0.620113,-0.543811,0.383623,-1.362294,-0.297881,-0.384077,0.553359,-0.614059,1.12048,0.186028,-0.159985,0.566591,1.58392,1.731738,0.725647,0.578422,-0.763177,0.437481,0.644843,c-CS-m,cluster4
5.924414,-4.089288,3.037947,-0.485091,-1.690171,0.404834,1.825803,1.45439,-0.922783,-0.027686,-0.845599,-0.360763,0.544268,0.858261,-1.081219,-0.527913,-0.044667,-0.579286,-0.864864,0.398969,0.433896,1.114635,-0.192804,-0.948467,0.262124,-0.472905,-0.131873,-1.304428,-0.38725,0.533259,0.101127,-0.404448,c-CS-m,cluster3
5.428243,-3.583172,3.170194,-0.298354,-2.370479,0.246749,2.092598,1.346811,-1.035229,0.298464,-0.840109,0.261277,0.544405,0.820479,-1.440784,-0.640874,-0.310172,-0.991048,-0.756034,0.48841,0.291011,1.26052,-0.156127,-1.232052,0.335721,-0.368666,-0.011351,-1.512307,-0.152979,0.651642,-0.31634,-0.112982,c-CS-m,cluster3
6.524831,-3.637548,2.777514,-0.226533,-2.330316,0.154864,1.693087,1.406216,-1.053952,0.229909,-0.781904,-0.164741,0.404417,0.558918,-1.100167,-0.900073,0.242878,-0.767784,-0.481898,0.470081,0.354948,0.47328,-0.038683,-0.800759,0.340325,0.207143,0.037943,-1.744902,-0.179791,0.869637,-0.254562,-0.598864,c-CS-m,cluster3
2.026887,-4.11951,1.986629,-0.86771,0.213679,-0.073874,2.335064,1.313554,-0.828634,0.308354,-1.427682,-0.765837,0.579106,0.235259,-0.387663,-0.303603,0.188874,-0.853234,-0.542124,-0.151488,0.648941,0.409485,0.162152,-0.47695,0.216774,0.042149,0.334125,-0.747352,-0.170797,0.074942,0.084099,0.030451,c-CS-m,cluster7
2.440303,-3.478004,2.233181,-0.156304,-0.752561,0.200449,2.556632,1.757224,-0.959816,0.474092,-1.407895,-0.174096,0.682678,0.491042,-0.57025,-0.753726,-0.220757,-1.255803,-0.447624,-0.229528,0.332002,0.37577,0.082191,-0.938139,0.009464,0.126004,0.072868,-1.111014,0.158497,0.071135,0.094407,0.153286,c-CS-m,cluster7
2.450516,-3.377346,2.48802,-0.063012,-0.908193,-0.044871,2.282138,1.587982,-0.925947,0.621874,-1.5106,0.079937,0.779482,0.234451,-0.04946,-0.542743,0.05747,-1.145572,-0.514128,0.086824,0.410054,0.158025,0.088481,-0.542274,-0.028072,0.029418,0.339861,-1.048756,0.176983,-0.125883,-0.068597,-0.252567,c-CS-m,cluster3
-1.141197,-2.972673,0.824014,-1.285381,1.279788,-0.274505,2.126913,1.106724,-0.714622,0.360721,-1.600014,-0.761208,0.409012,0.115954,-0.401294,-0.255254,0.132461,-0.606041,-0.529632,0.02728,0.878668,0.108201,0.443429,-0.876543,-0.023449,0.372914,0.479638,0.02617,-0.07098,0.028594,-0.072819,-0.315569,c-CS-m,cluster7
-1.887778,-2.503415,1.524504,-0.592772,-0.081093,0.212031,2.358741,1.278349,-0.871748,0.74069,-1.838029,0.204729,0.626519,-0.132509,-0.020998,-0.706866,-0.258222,-1.030298,-0.302484,0.005455,0.343454,0.276278,0.189812,-1.419294,-0.078786,0.267074,0.210608,-0.237405,0.340043,0.17966,-0.25954,0.208961,c-CS-m,cluster7
-0.526407,-2.271132,1.816201,-0.277075,-0.465596,0.09956,2.615711,1.669839,-1.194233,0.694493,-1.702866,0.171711,0.516247,0.019118,-0.325276,-0.476052,-0.289842,-0.830826,-0.442786,0.134076,0.934225,0.13126,0.188189,-1.378867,-0.016927,0.426728,0.477939,-0.507286,0.40235,-0.440786,0.098244,-0.133491,c-CS-m,cluster7
-4.52966,-1.632839,-0.107771,-1.347712,1.628687,-0.784877,2.01008,0.841068,-1.375812,0.995614,-1.610693,-0.829085,0.724636,-0.481541,0.056772,0.137425,-0.392505,-0.67002,-0.587607,-0.05044,0.699687,0.57944,0.092421,-0.981648,0.164669,0.619986,-0.153877,-0.402553,-0.198645,-0.297525,-0.030295,-0.345299,c-CS-m,cluster7
-3.655107,-0.520185,0.083251,-0.424559,0.274471,-0.514002,2.094461,1.170261,-1.600998,1.341192,-1.281841,-0.126015,0.94534,-0.637546,0.059423,-0.300435,-0.637619,-0.99385,-0.062832,0.277522,0.292291,0.962313,0.156109,-1.606857,0.048527,0.408133,0.151474,-0.42296,-0.15832,-0.293491,-0.171726,-0.38267,c-CS-m,cluster7
-3.341378,-0.154043,0.381914,-0.134953,-0.160575,-0.591971,2.263131,1.19548,-1.310417,1.225101,-1.675678,0.074175,1.038406,-0.463366,0.081819,-0.328683,-0.835423,-1.098119,0.079629,0.455923,0.088573,0.905887,0.253054,-1.85236,0.083373,0.33003,-0.138672,-0.203328,0.217179,0.156221,0.257568,-0.329912,c-CS-m,cluster7
-8.607355,-3.348283,-7.132081,-6.529172,6.724137,0.769432,0.408211,-1.902773,-1.091755,0.34476,-0.656072,-2.041911,2.089485,-0.669985,-1.346982,0.665485,0.861106,-0.439093,-1.64487,0.451039,2.057094,2.012803,-0.344153,1.093306,0.300886,0.636146,1.068111,-0.154909,0.657705,0.344688,-0.822078,0.844926,c-CS-m,cluster8
-8.374875,-2.199941,-6.474623,-6.196479,4.864391,1.682607,0.649502,-1.096857,-0.639893,0.573966,-0.718203,-0.713608,2.119956,-0.429887,-0.554342,-0.507345,1.072131,-0.84983,-1.373253,-0.209417,1.026373,1.203255,-0.764134,0.148802,0.116216,0.613053,0.934368,-0.441952,0.571727,0.380421,-1.024408,1.210182,c-CS-m,cluster8
-7.935466,-1.771701,-6.352724,-5.243144,3.864619,1.485077,0.973934,-1.150535,-1.043484,1.077381,-0.989633,-0.235143,2.624466,0.16867,-0.623145,-0.368329,0.889814,-0.771872,-0.790426,0.266167,1.226882,1.363694,-0.499198,-0.141929,0.232341,0.764978,1.171825,-0.499277,0.805564,1.081567,-0.846773,1.404112,c-CS-m,cluster8
1.825409,-3.869333,2.118626,0.236017,1.172871,1.135518,0.998634,0.010776,-0.658207,0.154921,-0.642703,-2.111255,1.240259,0.266374,-1.424583,-0.54216,-0.074787,0.971443,-0.645591,0.455048,-0.06571,0.601524,-0.374597,-0.181235,0.433378,-0.352842,0.508072,-0.184155,0.186368,-1.002921,0.01116,-0.395725,c-CS-m,cluster7
2.494026,-3.728494,2.03108,0.253224,0.62028,1.204912,0.925683,0.369178,-1.262647,0.359397,-0.371531,-1.552957,1.074913,0.317762,-1.498418,-0.871871,-0.204168,0.79248,-0.530637,0.514611,-0.354264,0.46892,-0.247959,-0.066257,0.379972,-0.609988,0.497658,-0.535128,0.154114,-0.817718,-0.393065,-0.516311,c-CS-m,cluster7
2.29733,-3.952265,2.476162,0.442758,0.447224,1.371207,1.026862,0.304697,-1.186274,0.447624,-0.644975,-1.650739,0.960743,0.49566,-1.637657,-0.785022,-0.363878,0.841962,-0.582386,0.664965,-0.013361,0.320415,-0.158326,-0.224333,0.358108,-0.388599,0.223256,-0.526478,0.56225,-0.654577,-0.233737,-0.545731,c-CS-m,cluster7
-2.406368,-3.697583,1.517269,0.084624,2.31325,1.003987,1.80826,0.195379,-0.629792,0.070365,-1.124008,-1.948479,0.839519,-0.090371,-1.147418,-0.490329,0.174468,0.530668,-0.839851,0.062823,0.055643,-0.221536,0.002403,-0.007229,0.059811,-0.08533,0.716047,-0.076873,0.41206,-1.128912,0.053547,-0.159011,c-CS-m,cluster7
-2.232905,-3.530412,1.751102,-0.229097,2.211739,1.083603,1.690752,0.595684,-0.606502,0.351415,-1.152972,-1.734984,0.867098,0.066657,-1.022617,-0.533228,-0.203392,0.02849,-0.582364,0.129397,0.127882,-0.39072,0.041835,-0.16903,0.189114,-0.11223,0.420756,-0.325535,0.638752,-0.650208,0.170196,-0.113183,c-CS-m,cluster7
-1.98867,-3.783312,1.948988,0.251868,1.787308,1.159958,1.748207,0.394529,-0.674147,0.416805,-1.315099,-1.779231,0.759315,0.02911,-0.921135,-0.533853,-0.069733,0.157114,-0.806965,0.167809,0.29096,-0.302663,0.23732,-0.221931,0.265416,0.072095,0.346071,-0.07197,0.475603,-0.537843,0.137938,-0.096618,c-CS-m,cluster7
-6.440487,-3.202631,0.566516,-0.508034,2.779942,1.113205,1.934837,0.168048,-0.572189,0.468818,-1.311266,-1.629312,0.806168,-0.320562,-0.647123,-0.389204,0.157147,0.707533,-1.075488,-0.118918,0.438244,-0.568072,0.113426,-0.053765,0.041819,0.027478,0.571389,0.010542,0.141891,-1.025408,0.258583,-0.488471,c-CS-m,cluster7
-6.11169,-2.726406,1.117636,-0.326804,1.935321,1.274314,1.999241,0.477813,-0.820673,0.785783,-1.276476,-1.185265,0.682306,-0.266167,-0.503611,-0.367763,-0.406626,0.395177,-0.823168,0.242759,0.197197,-0.262209,0.251702,-0.255847,0.251329,-0.088493,0.512235,0.189239,0.323211,-0.642449,0.441619,-0.032693,c-CS-m,cluster7
-4.662529,-2.519157,0.545987,-0.237745,2.014466,1.106998,2.051459,0.632887,-0.704829,0.850718,-1.457371,-1.428586,0.744977,-0.282296,-0.460307,-0.198969,-0.4329,0.338042,-0.75736,-0.076434,0.277838,-0.53354,0.10859,-0.473965,-0.054845,0.072624,0.185871,0.015198,0.473048,-0.646895,0.528104,-0.363866,c-CS-m,cluster7
-7.629222,-1.858031,-0.194071,-1.369403,2.92214,1.065343,1.752006,0.454612,-1.234,0.729823,-1.5259,-1.682459,0.655288,-0.79182,-0.671779,-0.093346,-0.010071,0.744149,-0.447697,0.143204,0.452964,-0.519018,0.472596,-0.206282,0.106663,-0.152623,0.270727,0.020495,0.365732,-0.481174,0.351369,-0.437212,c-CS-m,cluster7
-7.402901,-1.580314,-0.179049,-1.146992,2.347058,1.196197,1.817788,0.674356,-1.257311,0.951529,-1.362534,-1.434522,0.79979,-0.501453,-0.752828,-0.326843,-0.312544,0.363188,-0.670174,0.044015,0.230818,-0.43741,0.321824,-0.304476,0.119201,0.051615,0.348186,0.013591,0.471972,-0.542221,0.405942,-0.193314,c-CS-m,cluster7
-6.191491,-1.436675,-0.156838,-0.867809,2.078035,1.163723,1.958681,0.689038,-1.336161,0.758645,-1.388113,-1.668677,0.596769,-0.448917,-0.552975,-0.14994,-0.369255,0.489763,-0.452907,0.274169,0.224797,-0.299852,0.14669,-0.17303,0.236729,-0.034037,0.626273,0.229047,-0.01111,-0.554111,0.567814,0.082252,c-CS-m,cluster7
-9.588349,0.105324,-1.970508,-0.92004,1.279204,1.049123,2.045262,0.765561,-2.297326,0.576727,-1.036259,-1.599445,0.452541,-1.037615,-1.876523,0.075968,0.836946,0.976315,-0.6066,0.734883,0.434245,-0.358499,0.636869,0.00499,0.252539,-0.314894,1.378152,0.277088,0.822737,-0.452906,-0.155925,-0.553456,c-CS-m,cluster7
-9.654535,0.892632,-1.50637,-0.551201,-0.002826,1.060141,2.253465,1.413896,-2.259293,0.609952,-0.817814,-0.943267,0.95247,-0.774761,-1.819155,-0.728006,0.8112,0.218009,-0.249115,0.503147,0.06206,-0.350224,0.071913,-1.068172,0.534844,-0.22216,0.947304,0.095576,0.523539,0.202837,0.047178,0.227034,c-CS-m,cluster7
-9.725385,1.052164,-1.16491,-0.265102,-0.291909,0.952481,2.426969,1.510572,-2.085477,0.384581,-0.871997,-1.122004,0.575186,-1.014275,-1.658254,-0.297362,0.965309,0.437016,-0.13128,0.984464,0.729133,-0.374102,-0.048748,-1.150252,0.421949,-0.267884,0.599327,0.040461,0.489758,-0.178512,-0.498074,0.426911,c-CS-m,cluster7
2.002607,-2.73891,3.072409,-1.63442,-1.703029,-1.276652,0.339622,-1.206278,0.779799,0.29743,0.059446,-2.600632,-0.290757,0.222592,-1.118149,-0.570992,0.048857,0.263094,-0.7578,-0.186117,0.369741,-0.980833,0.323414,0.02022,0.013179,0.590147,-0.291213,0.361539,-0.005949,-0.419664,0.091976,-0.075222,c-CS-m,cluster4
1.578479,-2.971081,3.00116,-1.700629,-1.384696,-1.183558,0.274033,-1.008872,0.689168,0.293131,0.210261,-2.562433,0.008386,0.067215,-1.249718,-0.820707,-0.079931,0.333584,-0.718516,-0.461103,0.025789,-0.913997,0.361717,-0.106002,-0.347779,0.444338,-0.37188,0.162776,-0.11355,-0.418812,-0.082,-0.144368,c-CS-m,cluster4
2.350745,-3.060248,2.900312,-1.830399,-1.654297,-1.079766,0.45961,-0.967473,0.588057,0.308804,0.196965,-2.673295,-0.225034,0.122713,-1.35199,-0.649167,0.149948,0.208329,-1.08508,-0.317427,0.305735,-1.004556,0.265241,0.043708,-0.292543,0.503957,-0.6159,0.285468,-0.28539,-0.265584,0.138903,-0.140678,c-CS-m,cluster4
-0.996516,-2.11601,2.737798,-1.189663,-1.920427,-1.615373,0.532932,-1.021811,0.927297,0.129968,-0.080594,-2.554128,-0.32771,-0.008025,-0.817545,-0.40141,-0.296949,0.17858,-0.616426,0.059144,0.144737,-0.623099,0.009338,-0.129153,0.218969,0.479319,-0.159675,0.924079,-0.141655,0.142888,0.094758,0.265324,c-CS-m,cluster4
