@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S40

@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pRSK_N numeric
@attribute CREB_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute Ubiquitin_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute H3AcK18_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Treatment=Saline numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
2.317768,4.150104,0.163892,0.685744,0.230489,0.854318,0.496098,0.150494,0.132674,0.367976,0.287201,0.363944,2.015328,0.283972,0.178986,0.125587,0.161104,0.189287,0.124928,0.245076,0.534569,0.320148,1.554347,1.141162,0.235929,0.144129,0.122044,0.170004,1.485703,0,0,0,c-CS-m
2.415705,4.338523,0.17396,0.690604,0.231275,0.882013,0.488725,0.151946,0.135436,0.379463,0.298121,0.422953,2.050591,0.287461,0.178993,0.125052,0.164838,0.182344,0.124885,0.261998,0.539241,0.354636,1.603484,1.188123,0.241645,0.147835,0.119859,0.156127,1.509004,0,0,0,c-CS-m
2.029689,3.387411,0.147956,0.602693,0.247567,0.73913,0.463984,0.162557,0.146334,0.329332,0.261681,0.401687,2.045085,0.256768,0.152332,0.111412,0.158267,0.172636,0.108496,0.246252,0.529155,0.31112,1.382549,1.040712,0.228342,0.144002,0.103811,0.16566,1.397439,0,0,0,c-CS-m
2.000487,3.459701,0.165421,0.617322,0.245856,0.757719,0.471076,0.168183,0.124472,0.369028,0.269418,0.436789,2.053021,0.263438,0.161875,0.125,0.165417,0.18,0.121979,0.232604,0.529583,0.331042,1.402813,1.103958,0.24125,0.161146,0.115104,0.174167,1.388229,0,0,0,c-CS-m
2.028151,3.542553,0.16743,0.579214,0.286579,0.753028,0.476759,0.163011,0.132733,0.334043,0.271522,0.425041,2.039267,0.264449,0.162438,0.131593,0.167386,0.184862,0.128435,0.245605,0.540373,0.328245,1.444468,1.133804,0.243078,0.167912,0.118223,0.173702,1.405727,0,0,0,c-CS-m
1.892843,3.061814,0.135218,0.54514,0.235462,0.718788,0.461163,0.143758,0.154941,0.353599,0.267385,0.47499,1.875875,0.244506,0.072326,0.067254,0.100217,0.099734,0.089713,0.138735,0.352934,0.207438,0.853176,0.750664,0.162642,0.1071,0.079691,0.101787,0.820333,0,0,0,c-CS-m
1.900917,3.016348,0.137959,0.513756,0.255183,0.725877,0.463317,0.134968,0.122209,0.349083,0.270534,0.470893,1.843912,0.236668,0.116918,0.076805,0.108306,0.112553,0.103705,0.135913,0.37034,0.212954,0.897475,0.811822,0.176852,0.109368,0.089665,0.115149,0.788462,0,0,0,c-CS-m
1.860032,2.938526,0.142571,0.492591,0.2503,0.718062,0.476572,0.166199,0.130557,0.352823,0.260913,0.475771,1.843739,0.237794,0.102304,0.084398,0.117226,0.119494,0.118181,0.128208,0.374955,0.224663,0.971589,0.85687,0.183717,0.114599,0.086785,0.11269,0.790975,0,0,0,c-CS-m
2.72865,4.190911,0.233965,0.616673,0.27826,0.930546,0.45668,0.151311,0.15264,0.416991,0.31219,0.411145,2.533202,0.301794,0.17626,0.114623,0.150406,0.200197,0.109953,0.248808,0.52234,0.346326,1.657213,1.078348,0.222905,0.131482,0.174736,0.152814,1.633227,0,0,0,c-CS-m
2.716106,4.379067,0.237075,0.642354,0.246023,0.954718,0.442878,0.161967,0.154826,0.442607,0.322758,0.413774,2.353032,0.300314,0.178835,0.119884,0.154868,0.204059,0.112781,0.237642,0.498333,0.347572,1.592704,1.110317,0.240541,0.133511,0.171732,0.152452,1.582556,0,0,0,c-CS-m
2.714954,4.443305,0.23631,0.630609,0.248449,0.972395,0.439169,0.15709,0.160507,0.429368,0.317687,0.419746,2.4263,0.30478,0.177438,0.11883,0.15782,0.207475,0.1134,0.245193,0.523996,0.362507,1.60183,1.136001,0.232278,0.133311,0.168387,0.153711,1.567438,0,0,0,c-CS-m
2.385073,3.706285,0.201796,0.455556,0.228956,0.881257,0.479574,0.143771,0.145903,0.371493,0.280584,0.383726,2.478502,0.2883,0.170484,0.104087,0.147832,0.179844,0.106583,0.250234,0.539095,0.32025,1.514134,1.021841,0.23039,0.136225,0.173354,0.14908,1.606365,0,0,0,c-CS-m
2.426567,3.81704,0.197103,0.43924,0.228332,0.861055,0.482349,0.143358,0.144716,0.379498,0.293958,0.384929,2.412113,0.279199,0.169241,0.109347,0.156359,0.185054,0.108554,0.255388,0.521033,0.310459,1.536724,1.051835,0.225044,0.135051,0.157152,0.147384,1.39685,0,0,0,c-CS-m
2.428669,3.843513,0.194108,0.460963,0.225496,0.869575,0.474334,0.14289,0.143003,0.383229,0.292351,0.354448,2.418867,0.283563,0.16772,0.111132,0.15706,0.186191,0.11045,0.25251,0.519152,0.32571,1.53973,1.036507,0.222388,0.139147,0.166357,0.151171,1.593467,0,0,0,c-CS-m
2.009259,3.161823,0.164957,0.367094,0.212393,0.738889,0.448006,0.135185,0.132336,0.333191,0.264815,0.409402,2.464675,0.260645,0.16059,0.091822,0.143888,0.168353,0.102407,0.239003,0.519015,0.301655,1.448914,1.026582,0.224104,0.145534,0.162472,0.156434,1.593664,0,0,0,c-CS-m
2.003859,3.103774,0.159091,0.371498,0.208405,0.738136,0.441967,0.132218,0.133076,0.348199,0.268153,0.383934,2.494658,0.261459,0.161428,0.109012,0.14602,0.172035,0.109244,0.237535,0.532286,0.31341,1.441932,1.058068,0.227392,0.148421,0.154614,0.156937,1.537163,0,0,0,c-CS-m
2.095074,3.307082,0.16769,0.391077,0.214553,0.770774,0.468932,0.147926,0.142836,0.357239,0.276089,0.406947,2.506236,0.270609,0.163934,0.105891,0.148953,0.176249,0.110283,0.244725,0.523649,0.309201,1.47792,1.042513,0.222763,0.153816,0.162601,0.154836,1.540591,0,0,0,c-CS-m
1.961307,2.858794,0.155109,0.31742,0.200838,0.720436,0.450251,0.134003,0.134171,0.321943,0.262647,0.405193,2.386821,0.236922,0.146278,0.10161,0.150704,0.159155,0.095372,0.220926,0.511167,0.291851,1.340342,1.021831,0.22334,0.166097,0.152314,0.161871,1.38672,0,0,0,c-CS-m
1.944463,2.854997,0.150236,0.339467,0.2105,0.729743,0.450709,0.1342,0.137238,0.337441,0.267556,0.408508,2.348215,0.241026,0.148354,0.105499,0.146366,0.162772,0.104504,0.226211,0.529482,0.301581,1.336681,1.037586,0.232276,0.154519,0.156309,0.164363,1.373372,0,0,0,c-CS-m
2.018279,2.968615,0.151578,0.348853,0.205035,0.738576,0.450595,0.140024,0.1383,0.345577,0.27384,0.411623,2.371088,0.249344,0.147284,0.108015,0.148698,0.169291,0.110842,0.22764,0.525641,0.300525,1.34252,1.049667,0.230063,0.155158,0.158591,0.16485,1.370281,0,0,0,c-CS-m
1.758258,2.554992,0.138514,0.298799,0.203266,0.654092,0.415916,0.122748,0.128941,0.319069,0.261824,0.425113,2.243009,0.23435,0.113296,0.091286,0.143424,0.137831,0.107884,0.192134,0.509832,0.315353,1.248061,1.042215,0.275483,0.180588,0.184016,0.220639,1.153527,0,0,0,c-CS-m
1.711053,2.54554,0.140827,0.297737,0.197307,0.653264,0.412942,0.13054,0.127922,0.31513,0.267066,0.437816,2.202441,0.219311,0.12491,0.103912,0.143575,0.147523,0.126884,0.192391,0.532843,0.322685,1.28374,1.051687,0.279612,0.190955,0.172828,0.212491,1.146267,0,0,0,c-CS-m
1.742964,2.528052,0.135135,0.338677,0.189935,0.648649,0.402982,0.137185,0.125256,0.315191,0.249394,0.41137,2.196215,0.227264,0.123461,0.102517,0.148264,0.154327,0.123094,0.19989,0.536101,0.330884,1.288076,1.062466,0.264744,0.193643,0.181334,0.214771,1.060261,0,0,0,c-CS-m
2.55938,5.048357,0.227706,0.674015,0.255156,0.9936,0.365097,0.157588,0.157019,0.411464,0.319016,0.344617,0.924296,0.299267,0.171911,0.122072,0.159845,0.199748,0.123492,0.285388,0.620062,0.284205,1.817365,1.170412,0.210157,0.136425,?,0.162684,1.712404,0,0,0,c-CS-m
2.63448,4.967437,0.22512,0.689879,0.240908,0.979137,0.381308,0.158585,0.149422,0.397237,0.315901,0.36552,0.927011,0.303548,0.171822,0.115984,0.157569,0.216383,0.122484,0.277939,0.601613,0.281306,1.837575,1.122249,0.224137,0.133057,?,0.162425,1.616023,0,0,0,c-CS-m
2.710598,5.231464,0.222573,0.683493,0.243798,1.017066,0.365983,0.160476,0.158612,0.402553,0.317797,0.351642,0.931034,0.303464,0.172097,0.11634,0.154065,0.206501,0.120452,0.285511,0.615944,0.284087,1.828693,1.147975,0.224454,0.136033,?,0.158178,1.67012,0,0,0,c-CS-m
2.270156,4.448309,0.203999,0.677828,0.232282,0.879714,0.365085,0.160598,0.150845,0.374837,0.29844,0.342815,0.974851,0.29694,0.164024,0.121503,0.160388,0.199778,0.124331,0.286941,0.587718,0.277851,1.707302,1.189779,0.214827,0.150591,?,0.188163,1.576911,0,0,0,c-CS-m
2.4052,4.566981,0.203179,0.651101,0.236132,0.907932,0.374897,0.154993,0.150356,0.375393,0.303361,0.345256,0.965024,0.29562,0.168187,0.12135,0.159063,0.212591,0.126521,0.285077,0.574513,0.2794,1.737024,1.166768,0.224959,0.154197,?,0.184813,1.558191,0,0,0,c-CS-m
2.490326,4.562458,0.211134,0.655974,0.244908,0.92685,0.378649,0.158181,0.153089,0.38408,0.309572,0.33537,0.951175,0.298373,0.161141,0.118344,0.154511,0.205144,0.121961,0.288929,0.590115,0.281997,1.751959,1.143962,0.218003,0.155314,?,0.184348,1.585393,0,0,0,c-CS-m
2.304442,4.002358,0.210888,0.533019,0.245676,0.837461,0.372052,0.166667,0.164898,0.362618,0.312107,0.408215,0.963849,0.292978,0.155917,0.115995,0.164889,0.186216,0.124057,0.275813,0.559038,0.286216,1.623927,1.203121,0.229129,0.187126,?,0.245124,1.530039,0,0,0,c-CS-m
2.435377,4.258492,0.202361,0.559859,0.285626,0.904101,0.42792,0.171085,0.169014,0.378625,0.327672,0.402858,0.97281,0.294496,0.148168,0.119401,0.155918,0.194404,0.12413,0.291081,0.570209,0.295941,1.616708,1.194404,0.222514,0.176671,?,0.244713,1.590569,0,0,0,c-CS-m
2.425995,4.006841,0.213723,0.554104,0.260365,0.902778,0.40029,0.187604,0.167081,0.387231,0.327322,0.363599,0.9732,0.289149,0.144771,0.115738,0.147136,0.211114,0.124934,0.293615,0.576852,0.295323,1.667761,1.204414,0.219785,0.191408,?,0.219259,1.571466,0,0,0,c-CS-m
1.981565,3.203498,0.19948,0.481919,0.225242,0.742378,0.369416,0.17679,0.165682,0.349799,0.312692,0.457339,0.984117,0.270944,0.138119,0.123793,0.15914,0.164123,0.133292,0.283557,0.544846,0.300997,1.555434,1.220959,0.236375,0.189349,?,0.258954,1.45967,0,0,0,c-CS-m
2.083947,3.077074,0.206922,0.489691,0.278351,0.789887,0.381934,0.196858,0.171085,0.367207,0.333088,0.433972,0.992746,0.291437,0.147768,0.110235,0.165589,0.19161,0.127109,0.287179,0.580823,0.310677,1.57625,1.213689,0.24933,0.193503,?,0.251853,1.498029,0,0,0,c-CS-m
2.229188,3.496403,0.206578,0.508736,0.26593,0.79445,0.421634,0.18962,0.173947,0.386948,0.340185,0.442189,1.008184,0.310976,0.144416,0.126284,0.162388,0.222401,0.131258,0.295732,0.588254,0.315308,1.606386,1.235558,0.238768,0.212452,?,0.280167,1.500321,0,0,0,c-CS-m
2.131172,2.999703,0.226948,0.533016,0.283165,0.786139,0.444378,0.233789,0.19423,0.436942,0.363177,0.456871,1.023285,0.313929,0.125318,0.109865,0.146698,0.167231,0.142887,0.29403,0.590601,0.327688,1.499788,1.313929,0.272862,0.224809,?,0.315199,1.455546,0,0,0,c-CS-m
2.034033,2.969938,0.237663,0.488939,0.277935,0.779353,0.386273,0.187181,0.183494,0.40641,0.34118,0.480431,1.004825,0.306902,0.129432,0.109713,0.156912,0.17789,0.134466,0.300399,0.582337,0.322845,1.521712,1.278162,0.279001,0.232431,?,0.309838,1.405496,0,0,0,c-CS-m
2.079792,3.047123,0.240243,0.510841,0.264527,0.795895,0.392021,0.197745,0.18329,0.431628,0.347788,0.516045,1.015625,0.309717,0.126712,0.119649,0.150899,0.194563,0.141909,0.291952,0.587115,0.318707,1.53917,1.278253,0.266909,0.234161,?,0.310146,1.423587,0,0,0,c-CS-m
2.802637,4.770716,0.246987,1.064595,0.309416,0.987288,0.521375,0.17194,0.175047,0.44275,0.330791,0.415443,2.407529,0.317717,0.176043,0.131189,0.162234,0.235372,0.116612,0.25046,0.537899,0.3259,2.046849,1.268975,0.245448,0.141673,0.161313,?,1.620141,0,0,0,c-CS-m
2.95358,4.820444,0.243587,1.065084,0.308097,0.991194,0.536179,0.179556,0.17276,0.44755,0.330781,0.410892,2.339443,0.321427,0.181411,0.132622,0.173132,0.237282,0.115959,0.251809,0.543452,0.340328,2.044832,1.279823,0.239833,0.143452,0.153866,?,1.633793,0,0,0,c-CS-m
2.97295,4.89142,0.234434,0.96754,0.313591,0.967445,0.536826,0.176063,0.167995,0.457099,0.335042,0.405467,2.320366,0.322768,0.180157,0.140157,0.172637,0.238068,0.124334,0.259269,0.534308,0.333368,2.011697,1.395039,0.24141,0.14846,0.149243,?,1.626736,0,0,0,c-CS-m
2.754584,4.451807,0.223023,0.856207,0.308539,0.920901,0.564432,0.181247,0.177842,0.422342,0.322813,0.421032,2.5097,0.310125,0.171605,0.127691,0.161573,0.226947,0.122376,0.241496,0.575671,0.32122,2.00186,1.289131,0.230202,0.152339,0.154996,?,1.676654,0,0,0,c-CS-m
2.651229,4.261675,0.20494,0.825807,0.30503,0.881256,0.561688,0.18204,0.167246,0.416699,0.324585,0.408079,2.388911,0.310546,0.171966,0.135334,0.166534,0.22814,0.125729,0.235493,0.569356,0.327636,1.964494,1.286831,0.228736,0.151166,0.155008,?,1.642886,0,0,0,c-CS-m
2.705576,4.225769,0.208051,0.823736,0.308233,0.940464,0.565659,0.183168,0.173528,0.435904,0.324909,0.424049,2.495398,0.314464,0.177449,0.140565,0.163445,0.234517,0.127022,0.227942,0.584024,0.32735,1.894609,1.316831,0.224721,0.154175,0.152597,?,1.600066,0,0,0,c-CS-m
2.493175,3.980568,0.208286,0.748675,0.303035,0.881002,0.551469,0.184358,0.196563,0.381082,0.310583,0.37771,2.563779,0.306172,0.165893,0.126784,0.160306,0.216692,0.118102,0.23311,0.523981,0.330755,1.775314,1.322245,0.228382,0.162455,0.172512,?,1.653172,0,0,0,c-CS-m
2.433667,3.897372,0.19587,0.716051,0.29709,0.855914,0.54928,0.182572,0.189299,0.387046,0.293023,0.357478,2.445673,0.314303,0.165915,0.128308,0.161576,0.217051,0.123288,0.225474,0.520123,0.336935,1.736408,1.310389,0.232707,0.160895,0.168978,?,1.40211,0,0,0,c-CS-m
2.437319,3.631074,0.193602,0.713176,0.300381,0.831988,0.539223,0.179741,0.166032,0.378827,0.285301,0.357502,2.485125,0.312846,0.167761,0.133066,0.161282,0.223425,0.123604,0.217799,0.502088,0.328702,1.721678,1.310971,0.230756,0.164777,0.163243,?,1.545307,0,0,0,c-CS-m
2.286939,3.307143,0.206939,0.702857,0.310612,0.771633,0.582449,0.181837,0.194082,0.367959,0.303061,0.358163,2.491352,0.300506,0.161548,0.106365,0.147311,0.206613,0.112837,0.209789,0.446405,0.287563,1.51406,1.264384,0.264855,0.182963,0.167078,?,1.573832,0,0,0,c-CS-m
2.379469,3.329082,0.222664,0.698934,0.304411,0.797826,0.553,0.195066,0.193602,0.361907,0.31382,0.374869,2.553242,0.285021,0.161737,0.117487,0.148249,0.211548,0.11725,0.216044,0.470066,0.292948,1.537388,1.243019,0.258637,0.187056,0.179248,?,1.572646,0,0,0,c-CS-m
2.283748,3.163125,0.207448,0.7288,0.301154,0.831208,0.537948,0.195305,0.182554,0.376847,0.303987,0.369763,2.446813,0.294752,0.150656,0.101804,0.142924,0.192479,0.116097,0.212629,0.463449,0.290886,1.524602,1.173735,0.262535,0.179007,0.181818,?,1.579311,0,0,0,c-CS-m
2.210397,3.029671,0.214321,0.704757,0.317312,0.811182,0.552722,0.212604,0.201324,0.357528,0.31486,0.381314,2.515409,0.290209,0.14687,0.109791,0.151685,0.205457,0.116854,0.207705,0.540289,0.294543,1.748796,1.224398,0.272873,0.204013,0.19069,?,1.530498,0,0,0,c-CS-m
2.288452,3.170197,0.225164,0.660363,0.309884,0.83535,0.570348,0.219112,0.201462,0.590015,0.318961,0.416541,2.611597,0.270651,0.155329,0.111111,0.154843,0.217849,0.127794,0.206673,0.560253,0.28944,1.794785,1.227243,0.281341,0.210398,0.193716,?,1.529964,0,0,0,c-CS-m
2.190753,3.023239,0.205035,0.687001,0.316388,0.8061,0.542,0.201162,0.192931,0.398451,0.310336,0.412249,2.519974,0.290915,0.144652,0.103415,0.146102,0.202159,0.12355,0.210696,0.537532,0.288499,1.781572,1.174774,0.294942,0.210374,0.206347,?,1.553157,0,0,0,c-CS-m
2.705605,4.760086,0.277695,1.128638,0.295966,0.939484,0.430142,0.193452,0.186508,0.475777,0.362351,0.421627,1.733958,0.322947,0.169483,0.123889,0.16253,0.201963,0.111786,0.227005,0.449916,0.309876,1.575301,1.158525,0.256183,0.120764,0.119268,0.134363,1.461403,0,0,0,c-CS-m
2.84139,4.975746,0.273796,1.1977,0.296633,0.964077,0.429488,0.194366,0.198616,0.483581,0.371562,0.417986,1.644305,0.328263,0.167978,0.128413,0.159318,0.195894,0.110256,0.219809,0.478481,0.315514,1.552249,1.180244,0.242362,0.122478,0.120807,0.136106,1.449598,0,0,0,c-CS-m
2.762278,4.45611,0.261951,1.168706,0.290178,0.93335,0.424294,0.192446,0.184451,0.481237,0.366944,0.412628,1.695938,0.32433,0.171678,0.126087,0.149902,0.19097,0.107637,0.22064,0.462968,0.327435,1.531932,1.22716,0.241928,0.127506,0.127861,0.137085,1.449486,0,0,0,c-CS-m
2.581084,4.319007,0.234634,0.979587,0.299047,0.847244,0.550578,0.189726,0.179179,0.445339,0.367203,0.410637,1.879391,0.312126,0.165689,0.120076,0.159588,0.203009,0.109828,0.219004,0.457023,0.293585,1.522836,1.162727,0.244121,0.130798,0.115692,0.142112,1.575914,0,0,0,c-CS-m
2.541558,4.601656,0.228938,0.953963,0.300601,0.808935,0.519333,0.185282,0.177231,0.447443,0.347545,0.40322,1.922939,0.339128,0.168519,0.127897,0.156631,0.191278,0.111947,0.217384,0.491816,0.301075,1.532079,1.208841,0.244205,0.13172,0.117981,0.156392,1.612306,0,0,0,c-CS-m
2.484785,4.568467,0.226681,0.963947,0.293495,0.830209,0.509482,0.179493,0.175413,0.436384,0.347078,0.38269,1.815343,0.327104,0.168418,0.123284,0.159224,0.185612,0.112179,0.212955,0.479284,0.310149,1.482746,1.175881,0.237075,0.12991,0.114448,0.153015,1.538328,0,0,0,c-CS-m
2.406712,4.092289,0.210281,0.80277,0.278066,0.777334,0.483553,0.172193,0.173658,0.402051,0.311093,0.36423,1.978305,0.322498,0.171479,0.112492,0.191245,0.188851,0.114191,0.211319,0.495676,0.274861,1.472746,1.157196,0.244827,0.14021,0.122375,0.147699,1.59983,0,0,0,c-CS-m
2.38934,4.126449,0.207728,0.828514,0.28541,0.779347,0.509927,0.178548,0.171486,0.411726,0.313791,0.356829,2.016815,0.321289,0.175661,0.12107,0.164086,0.1888,0.119506,0.205146,0.498827,0.281323,1.467699,1.179728,0.257078,0.142734,0.113953,0.151025,1.537385,0,0,0,c-CS-m
2.375518,4.258997,0.20495,0.890569,0.284281,0.751304,0.511572,0.180468,0.172308,0.41097,0.334047,0.345819,1.968377,0.312954,0.166081,0.120559,0.15351,0.178887,0.117202,0.203561,0.496916,0.280862,1.463965,1.189428,0.23495,0.140548,0.12134,0.157258,1.510112,0,0,0,c-CS-m
2.237845,3.827912,0.201819,0.779993,0.300979,0.71581,0.547394,0.181532,0.17646,0.390171,0.310773,0.34645,1.947114,0.303799,0.160138,0.117316,0.152541,0.195955,0.120474,0.201283,0.489492,0.276862,1.444697,1.236112,0.249827,0.140207,0.114159,0.160335,1.586778,0,0,0,c-CS-m
2.246527,3.833808,0.204667,0.850374,0.308158,0.754898,0.514072,0.192376,0.182223,0.401318,0.320271,0.358212,1.950327,0.305858,0.167623,0.117653,0.156244,0.186127,0.121314,0.202256,0.486543,0.294775,1.451712,1.234217,0.248169,0.141599,0.115773,0.162874,1.568771,0,0,0,c-CS-m
2.310202,3.642574,0.207282,0.851478,0.335797,0.740988,0.541997,0.194304,0.187635,0.404831,0.339942,0.385364,1.942854,0.303116,0.160887,0.116147,0.149849,0.174367,0.098369,0.195663,0.490378,0.276741,1.425711,1.238449,0.240989,0.140764,0.11605,0.181401,1.549184,0,0,0,c-CS-m
2.129825,3.501096,0.211404,0.746272,0.303728,0.677851,0.523904,0.183114,0.191667,0.383772,0.319737,0.351316,1.920053,0.276506,0.140304,0.112773,0.144011,0.176837,0.107611,0.190073,0.479153,0.276903,1.335672,1.23137,0.237194,0.146393,0.134878,0.175645,1.430841,0,0,0,c-CS-m
2.154291,3.451312,0.206759,0.713428,0.313473,0.72699,0.524233,0.188306,0.195865,0.356825,0.35149,0.365496,1.936548,0.297088,0.137457,0.111809,0.152551,0.176196,0.103393,0.189554,0.486642,0.278921,1.363078,1.250735,0.241384,0.144269,0.127037,0.181138,1.455517,0,0,0,c-CS-m
2.059733,3.396617,0.197786,0.682957,0.314327,0.668129,0.500835,0.184837,0.208229,0.355054,0.303885,0.365706,1.982916,0.292412,0.158522,0.105284,0.173752,0.16223,0.111508,0.180373,0.45398,0.276917,1.337041,1.208847,0.242087,0.146868,0.125017,0.184082,1.47305,0,0,0,c-CS-m
2.61466,4.329648,0.227409,0.405815,0.309173,0.923833,0.409227,0.161889,0.153699,0.366912,0.565247,0.473519,1.62894,0.266351,0.180875,0.129512,0.1505,0.196062,0.099824,0.259254,0.567962,0.254751,1.749218,1.415325,0.251011,?,?,0.16874,1.027627,0,0,1,c-SC-m
2.495654,4.329734,0.211614,0.397946,0.255597,0.909007,0.414406,0.14946,0.145115,0.356334,0.553068,0.434159,1.588142,0.264842,0.177951,0.127682,0.151111,0.195921,0.103192,0.25036,0.562817,0.26416,1.724619,1.402077,0.258473,?,?,0.18705,0.982182,0,0,1,c-SC-m
2.601313,4.617309,0.217528,0.401832,0.26921,0.950096,0.399781,0.160651,0.152584,0.367241,0.567815,0.465135,1.612806,0.269869,0.180582,0.130378,0.156484,0.200587,0.099869,0.25728,0.580443,0.257434,1.782884,1.396154,0.263381,?,?,0.168765,0.990036,0,0,1,c-SC-m
2.504405,4.161513,0.206253,0.394369,0.265676,0.919503,0.406633,0.175333,0.165141,0.367594,0.542926,0.518397,1.603998,0.277424,0.177771,0.134898,0.156914,0.193125,0.109115,0.261587,0.599459,0.254152,1.696408,1.464562,0.258691,?,?,0.188779,1.028679,0,0,1,c-SC-m
2.469125,3.827948,0.203857,0.387582,0.259685,0.886144,0.395703,0.171037,0.157672,0.356623,0.530198,0.475554,1.566741,0.277483,0.179037,0.136666,0.158382,0.19419,0.109256,0.261172,0.573883,0.267831,1.681498,1.434611,0.261751,?,?,0.186468,1.058489,0,0,1,c-SC-m
2.415695,4.080775,0.204072,0.370383,0.268265,0.867017,0.37695,0.169759,0.14858,0.35101,0.516336,0.473157,1.607108,0.338851,0.177799,0.134469,0.164849,0.20185,0.113535,0.262512,0.597079,0.267868,1.732035,1.437001,0.268549,?,?,0.187926,1.051022,0,0,1,c-SC-m
2.558985,3.715011,0.241226,0.408668,0.281395,0.916279,0.423679,0.188161,0.183721,0.381607,0.55814,0.524313,1.533134,0.304505,0.160115,0.137527,0.155248,0.187695,0.099838,0.257082,0.574317,0.25521,1.632597,1.429802,0.264196,?,?,0.238487,1.075877,0,0,1,c-SC-m
2.421323,3.884141,0.225349,0.399959,0.285333,0.885374,0.409614,0.187551,0.17235,0.369556,0.544782,0.49281,1.504202,0.289545,0.165101,0.132106,0.155833,0.179931,0.100593,0.259516,0.581438,0.266312,1.613198,1.446985,0.25,?,?,0.228868,1.041646,0,0,1,c-SC-m
2.299322,3.722556,0.198064,0.36999,0.275508,0.827493,0.393611,0.175799,0.177154,0.352953,0.519071,0.43969,1.532505,0.289282,0.158635,0.129769,0.161647,0.192144,0.101155,0.261672,0.579819,0.268449,1.688002,1.43863,0.261797,?,?,0.21624,1.082706,0,0,1,c-SC-m
2.550937,3.437109,0.239337,0.433035,0.320022,0.9022,0.456669,0.208367,0.201304,0.445531,0.612062,0.633523,1.508993,0.300016,0.160115,0.130352,0.152634,0.188445,0.10791,0.261977,0.597167,0.265797,1.622473,1.438326,0.27455,?,?,0.243673,1.076874,0,0,1,c-SC-m
2.425077,3.651905,0.220906,0.422503,0.29171,0.899073,0.425592,0.21344,0.185118,0.387487,0.576725,0.589083,1.540402,0.31245,0.157108,0.136386,0.161446,0.188916,0.123052,0.267791,0.622169,0.285301,1.657349,1.464739,0.278554,?,?,0.24996,1.105863,0,0,1,c-SC-m
2.405342,3.626815,0.223288,0.418828,0.311463,0.908454,0.437241,0.211359,0.185685,0.403786,0.586618,0.652749,1.534993,0.308757,0.161458,0.134928,0.16748,0.196777,0.110352,0.258789,0.623047,0.293294,1.648926,1.482259,0.289551,?,?,0.252441,1.127767,0,0,1,c-SC-m
2.349349,3.220397,0.238066,0.416305,0.3261,0.872908,0.445753,0.216987,0.211407,0.407626,0.570986,0.66553,1.48231,0.303782,0.148028,0.134608,0.149654,0.167548,0.118137,0.254575,0.632981,0.285685,1.633388,1.47255,0.298292,?,?,0.324725,1.06283,0,0,1,c-SC-m
2.565306,3.457483,0.25102,0.460204,0.356122,0.95034,0.471429,0.240136,0.227891,0.442177,0.636395,0.715306,1.470781,0.243155,0.158357,0.141398,0.158357,0.179812,0.127707,0.26747,0.64385,0.303024,1.697793,1.457295,0.303228,?,?,0.295872,1.072538,0,0,1,c-SC-m
2.510611,3.522364,0.246164,0.4254,0.34476,0.933725,0.461639,0.27522,0.21874,0.432909,0.606595,0.669931,1.497614,0.309815,0.151069,0.13841,0.169537,0.185308,0.118282,0.26354,0.627724,0.308778,1.671509,1.469184,0.305043,?,?,0.322889,1.096908,0,0,1,c-SC-m
2.485934,4.341567,0.215589,0.390284,0.294223,0.930561,0.545492,0.165912,0.159462,0.336215,0.78743,0.464526,1.96596,0.300712,0.194599,0.132685,0.171935,0.203803,0.118618,0.290552,0.60125,0.291855,1.97421,1.473081,0.214484,0.150747,0.150139,0.210056,0.927145,0,0,1,c-SC-m
2.481098,4.712686,0.221367,0.409549,0.297676,0.925931,0.50392,0.16914,0.161579,0.345842,0.797816,0.447074,1.886502,0.283704,0.187816,0.130772,0.163296,0.201129,0.115605,0.278986,0.574907,0.280334,1.951045,1.422565,0.211746,0.146023,0.144338,0.202983,0.89122,0,0,1,c-SC-m
