@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomSubset-N9.0-S10

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute quality {3,4,5,6,7,8,9}

@data
6.1,0.35,0.07,1.4,0.069,22,108,3.23,0.52,5
7.1,0.27,0.31,18.2,0.046,55,252,3.07,0.56,5
6.8,0.22,0.31,6.3,0.035,33,170,3.24,0.66,6
6.8,0.27,0.12,1.3,0.04,87,168,3.18,0.41,5
5.8,0.28,0.34,4,0.031,40,99,3.39,0.39,7
6.9,0.49,0.24,1.2,0.049,13,125,3.17,0.51,5
6.3,0.14,0.39,1.2,0.044,26,116,3.26,0.53,6
8.2,0.28,0.42,1.8,0.031,30,93,3.09,0.39,5
7.2,0.25,0.39,18.95,0.038,42,155,2.97,0.47,6
7.3,0.28,0.36,12.7,0.04,38,140,3.3,0.79,6
7.2,0.19,0.39,1.2,0.036,32,85,3.16,0.5,5
7.2,0.19,0.39,1.2,0.036,32,85,3.16,0.5,5
7.2,0.25,0.39,18.95,0.038,42,155,2.97,0.47,6
7.3,0.28,0.36,12.7,0.04,38,140,3.3,0.79,6
7.4,0.21,0.27,1.2,0.041,27,99,3.19,0.33,6
6.8,0.26,0.22,7.7,0.047,57,210,3.1,0.47,5
7.4,0.21,0.27,1.2,0.041,27,99,3.19,0.33,6
7.4,0.31,0.28,1.6,0.05,33,137,3.31,0.56,6
7,0.22,0.31,2.7,0.03,41,136,3.16,0.37,7
7,0.21,0.28,8.7,0.045,37,222,3.25,0.54,6
7,0.21,0.28,8.6,0.045,37,221,3.25,0.54,6
7,0.21,0.28,8.6,0.045,37,221,3.25,0.54,6
6.9,0.23,0.38,8.3,0.047,47,162,3.34,0.52,7
7,0.21,0.28,8.7,0.045,37,222,3.25,0.54,6
7,0.21,0.28,8.6,0.045,37,221,3.25,0.54,6
6.8,0.29,0.5,13.3,0.053,48,194,3.09,0.45,5
7.8,0.21,0.27,1.2,0.051,20,89,3.06,0.46,5
7.1,0.31,0.47,13.6,0.056,54,197,3.1,0.49,5
6.8,0.29,0.5,13.3,0.053,48,194,3.09,0.45,5
6.4,0.34,0.1,1.1,0.048,19,84,3.21,0.38,5
7.4,0.155,0.34,2.3,0.045,73.5,214,3.18,0.61,7
7.2,0.55,0.09,1.5,0.108,16,151,3.07,0.57,4
7,0.23,0.36,7.1,0.028,31,104,3.35,0.47,8
6.9,0.2,0.37,6.2,0.027,24,97,3.38,0.49,7
6.1,0.28,0.32,2.5,0.042,23,218.5,3.27,0.6,5
6.6,0.16,0.32,1.4,0.035,49,186,3.35,0.64,8
7.4,0.155,0.34,2.3,0.045,73.5,214,3.18,0.61,7
6.2,0.35,0.04,1.2,0.06,23,108,3.26,0.54,5
6.7,0.22,0.37,1.6,0.028,24,102,3.29,0.59,7
6.1,0.38,0.2,6.6,0.033,25,137,3.3,0.69,6
6,0.25,0.28,2.2,0.026,54,126,3.43,0.65,8
6.6,0.52,0.44,12.2,0.048,54,245,3.26,0.54,6
6.9,0.24,0.36,20.8,0.031,40,139,3.2,0.33,6
7.1,0.32,0.32,11,0.038,16,66,3.24,0.4,3
5.8,0.28,0.27,2.6,0.054,30,156,3.53,0.42,5
6.5,0.41,0.24,14,0.048,24,113,3.44,0.53,6
6.5,0.41,0.24,14,0.048,24,113,3.44,0.53,6
6.4,0.28,0.29,1.6,0.052,34,127,3.48,0.56,7
7.2,0.6,0.2,9.9,0.07,21,174,3.03,0.54,5
6.1,0.2,0.25,1.2,0.038,34,128,3.24,0.44,5
5.9,0.46,0.14,2.7,0.042,27,160,3.46,0.51,7
6,0.27,0.27,1.6,0.046,32,113,3.41,0.51,7
6.4,0.28,0.29,1.6,0.052,34,127,3.48,0.56,7
6.4,0.41,0.24,14,0.048,24,113,3.44,0.53,6
6.3,0.23,0.31,1.5,0.022,11,82,3.3,0.4,7
7.1,0.21,0.27,8.6,0.056,26,111,2.95,0.52,5
6,0.37,0.32,1,0.053,31,218.5,3.29,0.72,6
6.1,0.43,0.35,9.1,0.059,83,249,3.37,0.5,5
7.1,0.21,0.27,8.6,0.056,26,111,2.95,0.52,5
7,0.25,0.29,15.2,0.047,40,171,3.22,0.45,5
5.9,0.25,0.19,12.4,0.047,50,162,3.35,0.38,5
6.8,0.32,0.21,2.2,0.044,15,68,3.17,0.39,6
7.2,0.39,0.62,11,0.047,66,178,3.16,0.5,5
6.3,0.21,0.58,10,0.081,34,126,2.95,0.46,5
7,0.14,0.32,9,0.039,54,141,3.22,0.43,6
6.8,0.32,0.21,2.2,0.044,15,68,3.17,0.39,6
7.2,0.39,0.62,11,0.047,66,178,3.16,0.5,5
7.2,0.29,0.53,18.15,0.047,59,182,3.09,0.52,5
8.6,0.37,0.7,12.15,0.039,21,158,3,0.73,6
6.5,0.38,0.34,3.4,0.036,34,200,3.14,0.76,5
6.6,0.24,0.29,2,0.023,19,86,3.25,0.45,6
7,0.17,0.31,4.8,0.034,34,132,3.36,0.48,7
5.5,0.16,0.22,4.5,0.03,30,102,3.24,0.36,6
7,0.24,0.51,11,0.029,55,227,3.03,0.61,5
7.4,0.28,0.36,1.1,0.028,42,105,2.99,0.39,7
7,0.22,0.28,1.5,0.037,29,115,3.11,0.55,6
7.1,0.55,0.13,1.7,0.073,21,165,2.97,0.58,6
6.3,0.22,0.33,1.7,0.041,67,164,3.32,0.56,6
6.7,0.47,0.34,8.9,0.043,31,172,3.22,0.6,5
5.9,0.36,0.41,1.3,0.047,45,104,3.33,0.51,6
5.8,0.25,0.24,13.3,0.044,41,137,3.34,0.42,5
6.7,0.47,0.34,8.9,0.043,31,172,3.22,0.6,5
6.2,0.37,0.3,6.6,0.346,79,200,3.29,0.58,5
6.2,0.18,0.38,1.5,0.028,36,117,3.47,0.54,6
6,0.16,0.37,1.5,0.025,43,117,3.46,0.51,6
6.6,0.34,0.28,1.3,0.035,32,90,3.1,0.42,6
7.4,0.29,0.29,1.6,0.045,53,180,3.34,0.68,6
7.4,0.26,0.31,7.6,0.047,52,177,3.13,0.45,6
7,0.28,0.36,1,0.035,8,70,3.09,0.46,6
7.1,0.23,0.39,1.6,0.032,12,65,3.25,0.4,7
7.8,0.19,0.26,8.9,0.039,42,182,3.18,0.46,6
6.3,0.19,0.28,1.8,0.022,28,158,3.2,0.64,6
6.8,0.2,0.38,4.7,0.04,27,103,3.37,0.58,6
5.7,0.44,0.13,7,0.025,28,173,3.33,0.48,6
7.2,0.4,0.62,10.8,0.041,70,189,3.08,0.49,4
6.8,0.23,0.32,1.6,0.026,43,147,3.29,0.54,6
5.7,0.335,0.34,1,0.04,13,174,3.27,0.66,5
7.2,0.4,0.62,10.8,0.041,70,189,3.08,0.49,4
7.2,0.28,0.54,16.7,0.045,54,200,3.08,0.49,6
6.8,0.19,0.58,14.2,0.038,51,164,3.12,0.48,6
6.4,0.3,0.3,2.25,0.038,8,210,3.2,0.62,6
6.5,0.3,0.29,2.25,0.037,8,210,3.19,0.62,5
7.8,0.18,0.31,12.2,0.053,46,140,3.06,0.53,6
7.8,0.18,0.31,12.2,0.053,46,140,3.06,0.53,6
7.3,0.51,0.26,3.3,0.09,7,135,3.01,0.52,5
6,0.24,0.27,1.9,0.048,40,170,3.64,0.54,7
5.9,0.62,0.28,3.5,0.039,55,152,3.44,0.44,6
6,0.24,0.27,1.9,0.048,40,170,3.64,0.54,7
6.7,0.27,0.12,1.3,0.041,62,138,3.21,0.42,6
7.8,0.34,0.35,1.8,0.042,8,167,3.11,0.41,6
7.3,0.26,0.36,5.2,0.04,31,141,3.16,0.59,6
7.4,0.36,0.33,1.4,0.025,27,55,3.21,0.33,6
7.8,0.28,0.32,9,0.036,34,115,3.17,0.39,7
6.1,0.31,0.26,2.2,0.051,28,167,3.37,0.47,6
6.8,0.18,0.37,1.6,0.055,47,154,3.08,0.45,5
7.4,0.15,0.42,1.7,0.045,49,154,3,0.6,6
5.9,0.13,0.28,1.9,0.05,20,78,3.43,0.64,6
7.2,0.34,0.34,12.6,0.048,7,41,3.19,0.4,5
7.9,0.19,0.26,2.1,0.039,8,143,3.05,0.74,5
7.9,0.19,0.26,2.1,0.039,8,143,3.05,0.74,5
6.9,0.25,0.4,1.3,0.038,22,101,3.03,0.39,6
5.8,0.36,0.32,1.7,0.033,22,96,3.03,0.38,6
5.6,0.35,0.37,1,0.038,6,72,3.37,0.34,5
5.9,0.32,0.39,3.3,0.114,24,140,3.09,0.45,6
7.2,0.31,0.46,5,0.04,3,29,3.04,0.53,4
6.1,0.28,0.22,1.8,0.034,32,116,3.36,0.44,6
5.2,0.36,0.02,1.6,0.031,24,104,3.44,0.35,6
5.6,0.19,0.47,4.5,0.03,19,112,3.56,0.45,6
6.4,0.1,0.35,4.9,0.048,31,103,3.43,0.79,6
6.4,0.18,0.48,4,0.186,64,150,3.06,0.4,5
7.4,0.25,0.36,13.2,0.067,53,178,3.01,0.48,6
7.4,0.25,0.36,13.2,0.067,53,178,3.01,0.48,6
7.4,0.25,0.36,13.2,0.067,53,178,3.01,0.48,6
7.9,0.345,0.51,15.3,0.047,54,171,3.09,0.51,5
7.9,0.345,0.51,15.3,0.047,54,171,3.09,0.51,5
7.4,0.25,0.36,13.2,0.067,53,178,3.01,0.48,6
6.1,0.24,0.3,1.5,0.045,22,61,3.31,0.54,5
6.8,0.25,0.24,4.55,0.053,41,211,3.37,0.67,6
6.7,0.31,0.31,9.9,0.04,10,175,3.46,0.55,4
7.2,0.46,0.65,10.4,0.05,76,192,3.16,0.42,5
5.5,0.35,0.35,1.1,0.045,14,167,3.34,0.68,6
6.7,0.24,0.41,8.7,0.036,29,148,3.22,0.62,6
6.8,0.28,0.17,13.9,0.047,49,162,3.21,0.51,6
6.4,0.16,0.22,1.4,0.04,41,149,3.49,0.58,6
6.3,0.26,0.24,7.2,0.039,38,172,3.49,0.64,6
7.7,0.22,0.42,1.9,0.052,10,87,3.3,0.49,6
6.5,0.18,0.31,1.7,0.044,30,127,3.49,0.5,7
7.2,0.46,0.65,10.4,0.05,76,192,3.16,0.42,5
7,0.3,0.51,13.6,0.05,40,168,3.07,0.52,7
9.2,0.25,0.34,1.2,0.026,31,93,2.93,0.37,7
7.8,0.28,0.34,1.6,0.028,32,118,3,0.38,7
7,0.3,0.51,13.6,0.05,40,168,3.07,0.52,7
7.8,0.28,0.34,1.6,0.028,32,118,3,0.38,7
9.2,0.25,0.34,1.2,0.026,31,93,2.93,0.37,7
8.4,0.35,0.71,12.2,0.046,22,160,2.98,0.65,5
6.1,0.41,0.24,1.6,0.049,16,137,3.32,0.5,6
5.9,0.21,0.24,12.1,0.044,53,165,3.25,0.39,5
7.2,0.34,0.44,4.2,0.047,51,144,3.01,0.76,6
6.7,0.21,0.42,9.1,0.049,31,150,3.12,0.74,7
5.9,0.37,0.1,1.6,0.057,39,128,3.24,0.48,5
7.7,0.34,0.27,8.8,0.063,39,184,3.09,0.63,6
7.4,0.3,0.22,1.4,0.046,16,135,3.08,0.77,7
6.8,0.51,0.3,4.2,0.066,38,165,3.2,0.42,5
7.8,0.22,0.38,10.3,0.059,28,99,3.12,0.47,6
7.2,0.35,0.34,12.4,0.051,6,37,3.13,0.39,6
6,0.26,0.5,2.2,0.048,59,153,3.08,0.61,5
6.1,0.26,0.51,2.2,0.05,61,154,3.08,0.6,6
6.5,0.28,0.27,5.2,0.04,44,179,3.19,0.69,6
7.4,0.41,0.66,10.8,0.051,77,194,3.05,0.46,5
6.5,0.28,0.29,2.7,0.038,26,107,3.32,0.41,7
6.7,0.34,0.54,16.3,0.047,44,181,3.04,0.56,5
7.2,0.2,0.34,2.7,0.032,49,151,3.16,0.39,7
7.4,0.2,0.33,1.9,0.035,39,138,3.17,0.44,7
8.2,0.22,0.3,1.8,0.047,47,185,3.13,0.5,6
8.2,0.23,0.29,1.8,0.047,47,187,3.13,0.5,6
7.1,0.22,0.33,2.8,0.033,48,153,3.15,0.38,7
6.5,0.28,0.29,2.7,0.038,26,107,3.32,0.41,7
6,0.38,0.26,6,0.034,42,134,3.38,0.38,7
7.4,0.41,0.66,10.8,0.051,77,194,3.05,0.46,5
5.7,0.18,0.22,4.2,0.042,25,111,3.35,0.39,5
7.3,0.3,0.22,6.4,0.056,44,168,3.13,0.35,6
7.4,0.24,0.22,10.7,0.042,26,81,2.86,0.36,6
6.6,0.25,0.3,1.6,0.046,32,134,3.42,0.51,7
7.4,0.24,0.22,10.7,0.042,26,81,2.86,0.36,6
7.4,0.26,0.3,7.9,0.049,38,157,3.13,0.48,6
6.1,0.32,0.25,1.7,0.034,37,136,3.47,0.5,7
6.9,0.28,0.27,2.1,0.036,42,121,3.42,0.49,7
7,0.23,0.33,5.8,0.04,25,136,3.19,0.58,6
7.1,0.31,0.5,14.5,0.059,6,148,2.94,0.44,5
7.3,0.2,0.37,1.2,0.037,48,119,3.32,0.49,6
6.9,0.41,0.33,10.1,0.043,28,152,3.2,0.52,5
6.4,0.45,0.07,1.1,0.03,10,131,2.97,0.28,5
6.4,0.475,0.06,1,0.03,9,131,2.97,0.29,5
6.3,0.27,0.38,0.9,0.051,7,140,3.45,0.5,7
6.9,0.41,0.33,10.1,0.043,28,152,3.2,0.52,5
7,0.29,0.37,4.9,0.034,26,127,3.17,0.44,6
5.9,0.27,0.29,11.4,0.036,31,115,3.35,0.48,8
6.9,0.19,0.4,1.4,0.036,14,55,3.08,0.68,7
6.7,0.3,0.35,1.4,0.18,36,160,3.11,0.54,6
7.2,0.24,0.4,1.4,0.045,31,106,2.88,0.38,6
6.4,0.45,0.07,1.1,0.03,10,131,2.97,0.28,5
6.4,0.475,0.06,1,0.03,9,131,2.97,0.29,5
6.3,0.26,0.49,1.5,0.052,34,134,2.99,0.61,6
6.3,0.26,0.49,1.5,0.052,34,134,2.99,0.61,6
7.3,0.25,0.29,7.5,0.049,38,158,3.43,0.38,5
7.3,0.25,0.29,7.5,0.049,38,158,3.43,0.38,5
6.1,0.28,0.25,17.75,0.044,48,161,3.34,0.48,5
7.4,0.37,0.35,5.7,0.061,12,94,3.48,0.69,6
6.5,0.36,0.28,3.2,0.037,29,119,3.25,0.65,8
7.4,0.24,0.4,4.3,0.032,9,95,3.09,0.39,6
7.5,0.23,0.68,11,0.047,37,133,2.99,0.38,5
7.5,0.21,0.68,10.9,0.045,38,133,3,0.36,5
7.5,0.21,0.68,10.9,0.045,38,133,3,0.36,5
7.5,0.23,0.68,11,0.047,37,133,2.99,0.38,5
7.8,0.32,0.33,2.4,0.037,18,101,3.21,0.65,7
7.8,0.26,0.27,1.9,0.051,52,195,3.23,0.5,6
7.7,0.24,0.27,1.8,0.051,52,190,3.23,0.5,6
7.4,0.19,0.3,1.4,0.057,33,135,3.12,0.5,6
6.5,0.46,0.41,16.8,0.084,59,222,3.18,0.58,5
6.5,0.26,0.43,8.9,0.083,50,171,2.85,0.5,5
5.3,0.32,0.12,6.6,0.043,22,141,3.36,0.6,6
7.2,0.24,0.34,1.1,0.045,3,64,3.23,0.51,5
6,0.36,0.06,1.4,0.066,27,128,3.26,0.55,5
6.2,0.24,0.29,13.3,0.039,49,130,3.33,0.46,8
7.6,0.56,0.12,10.4,0.096,22,177,3.32,0.45,4
7,0.32,0.24,6.2,0.048,31,228,3.23,0.62,6
7,0.32,0.24,6.2,0.048,31,228,3.23,0.62,6
5.8,0.31,0.33,1.2,0.036,23,99,3.18,0.6,6
7,0.23,0.42,18.05,0.05,35,144,3.22,0.42,5
7,0.23,0.42,18.05,0.05,35,144,3.22,0.42,5
6.9,0.24,0.33,4.8,0.04,16,131,3.26,0.64,6
6,0.29,0.2,12.6,0.045,45,187,3.33,0.42,5
6.1,0.17,0.28,4.5,0.033,46,150,3.43,0.49,6
5.9,0.14,0.25,4.5,0.027,34,140,3.49,0.51,6
6.2,0.17,0.28,4.7,0.037,39,133,3.41,0.46,7
7.4,0.28,0.25,11.9,0.053,25,148,3.1,0.62,5
5.6,0.35,0.14,5,0.046,48,198,3.3,0.71,5
5.8,0.335,0.14,5.8,0.046,49,197,3.3,0.71,5
5.6,0.235,0.29,1.2,0.047,33,127,3.34,0.5,7
6.1,0.28,0.25,12.9,0.054,34,189,3.25,0.43,4
6.3,0.21,0.33,13.9,0.046,68,179,3.36,0.5,6
6.4,0.24,0.28,11.5,0.05,34,163,3.31,0.45,5
6.4,0.24,0.29,11.4,0.051,32,166,3.31,0.45,5
6.3,0.26,0.25,7.8,0.058,44,166,3.24,0.41,5
6.5,0.33,0.72,1.1,0.061,7,151,3.09,0.57,4
7.4,0.105,0.34,12.2,0.05,57,146,3.16,0.37,6
6,0.32,0.12,5.9,0.041,34,190,3.16,0.72,5
7.1,0.26,0.34,14.4,0.067,35,189,3.07,0.53,7
7.1,0.26,0.34,14.4,0.067,35,189,3.07,0.53,7
7.1,0.26,0.34,14.4,0.067,35,189,3.07,0.53,7
7.1,0.26,0.34,14.4,0.067,35,189,3.07,0.53,7
5.9,0.24,0.26,12.3,0.053,34,134,3.34,0.45,6
6.5,0.21,0.37,2.5,0.048,70,138,3.33,0.75,7
7.7,0.27,0.35,5.3,0.03,30,117,3.11,0.42,6
9,0.27,0.35,4.9,0.028,27,95,3.04,0.4,6
7.3,0.34,0.21,3.2,0.05,14,136,3.25,0.44,5
6.6,0.27,0.25,3.1,0.052,41,188,3.24,0.4,5
6.8,0.29,0.16,1.4,0.038,122.5,234.5,3.15,0.47,4
7.1,0.28,0.26,1.9,0.049,12,86,3.15,0.38,5
6.8,0.25,0.34,14,0.032,47,133,3.37,0.5,7
7,0.57,0.1,8.3,0.094,23,188,3.4,0.47,4
7.1,0.28,0.26,1.9,0.049,12,86,3.15,0.38,5
7.1,0.17,0.38,7.4,0.052,49,182,3.35,0.52,6
7.8,0.28,0.22,1.4,0.056,24,130,3.28,0.48,5
6.8,0.22,0.37,1.7,0.036,38,195,3.35,0.72,6
7.1,0.17,0.38,7.4,0.052,49,182,3.35,0.52,6
6.1,0.14,0.25,1.3,0.047,37,173,3.35,0.46,6
6.4,0.24,0.5,11.6,0.047,60,211,3.18,0.57,5
7.8,0.42,0.26,9.2,0.058,34,199,3.14,0.55,6
6.6,0.28,0.36,1.7,0.038,22,101,3.29,0.57,6
7.1,0.32,0.34,14.5,0.039,46,150,3.38,0.5,8
6.7,0.31,0.3,2.1,0.038,18,130,3.36,0.63,6
6.4,0.32,0.5,10.7,0.047,57,206,3.08,0.6,5
6.1,0.28,0.25,6.9,0.056,44,201,3.19,0.4,6
5.9,0.29,0.25,12,0.057,48,224,3.23,0.41,6
5.8,0.32,0.38,4.75,0.033,23,94,3.42,0.42,7
5.8,0.32,0.38,4.75,0.033,23,94,3.42,0.42,7
5.7,0.32,0.38,4.75,0.033,23,94,3.42,0.42,7
6.7,0.28,0.14,1.4,0.043,64,159,3.17,0.39,5
6.8,0.34,0.69,1.3,0.058,12,171,3.06,0.47,5
5.9,0.25,0.25,11.3,0.052,30,165,3.24,0.44,6
6.4,0.27,0.32,4.5,0.24,61,174,3.12,0.48,5
8.1,0.46,0.31,1.7,0.052,50,183,3.03,0.42,5
6.2,0.36,0.26,13.2,0.051,54,201,3.25,0.46,5
6.8,0.22,0.35,5.5,0.043,21,114,3.3,0.53,7
6.8,0.67,0.3,13,0.29,22,193,3.08,0.67,4
7.2,0.28,0.3,10.7,0.044,61,222,3.14,0.5,6
6.7,0.17,0.37,2,0.039,34,125,3.26,0.6,7
6.9,0.2,0.34,1.9,0.043,25,136,3.31,0.6,4
6.1,0.36,0.16,6.4,0.037,36,198,3.17,0.62,6
6,0.36,0.16,6.3,0.036,36,191,3.17,0.62,5
5.9,0.37,0.14,6.3,0.036,34,185,3.17,0.63,5
7.6,0.29,0.58,17.5,0.041,51,225,3.16,0.66,6
6.3,0.34,0.28,14.7,0.047,49,198,3.23,0.46,5
6.7,0.19,0.34,1,0.022,22,94,3.23,0.57,6
7.5,0.31,0.51,14.8,0.039,62,204,3.06,0.6,5
7.5,0.31,0.51,14.8,0.039,62,204,3.06,0.6,5
7.4,0.31,0.48,14.2,0.042,62,204,3.06,0.59,5
8.4,0.4,0.7,13.1,0.042,29,197,3.06,0.64,5
5.9,0.34,0.22,2.4,0.03,19,135,3.41,0.78,7
6.6,0.38,0.18,1.2,0.042,20,84,3.22,0.45,4
6.4,0.33,0.28,1.1,0.038,30,110,3.12,0.42,6
5.6,0.25,0.26,3.6,0.037,18,115,3.42,0.5,6
8.6,0.27,0.46,6.1,0.032,13,41,2.89,0.34,5
6.2,0.31,0.21,6.3,0.041,50,218,3.15,0.6,5
7.2,0.18,0.45,4.4,0.046,57,166,3.13,0.62,6
7.7,0.2,0.44,13.9,0.05,44,130,3.11,0.48,6
6.2,0.47,0.21,1,0.044,13,98,3.14,0.46,5
6.1,0.25,0.24,12.1,0.046,51,172,3.35,0.45,5
8.2,0.27,0.43,1.6,0.035,31,128,3.1,0.5,6
8.2,0.27,0.43,1.6,0.035,31,128,3.1,0.5,6
6.4,0.31,0.39,7.5,0.04,57,213,3.32,0.43,5
6,0.39,0.26,2.7,0.038,39,187,3.41,0.5,6
6.2,0.21,0.27,1.7,0.038,41,150,3.49,0.71,7
7.7,0.42,0.31,9.2,0.048,22,221,3.06,0.61,6
7,0.27,0.41,18.75,0.042,34,157,2.96,0.5,5
6.2,0.21,0.27,1.7,0.038,41,150,3.49,0.71,7
7.4,0.29,0.5,1.8,0.042,35,127,3.45,0.5,7
6.6,0.29,0.44,9,0.053,62,178,3.02,0.45,5
6,0.3,0.44,1.5,0.046,15,182,3.5,0.52,5
6.9,0.31,0.34,1.6,0.032,23,128,3.37,0.47,6
6.6,0.33,0.31,1.3,0.02,29,89,3.26,0.44,8
7.8,0.3,0.4,1.8,0.028,23,122,3.14,0.39,7
6.4,0.39,0.21,1.2,0.041,35,136,3.15,0.46,5
6.4,0.24,0.31,2.8,0.038,41,114,3.37,0.66,7
7,0.21,0.34,8,0.057,19,101,2.99,0.59,5
6.4,0.16,0.31,5.3,0.043,42,157,3.35,0.47,5
6,0.33,0.27,0.8,0.185,12,188,3.12,0.62,5
6.5,0.23,0.33,13.8,0.042,25,139,3.35,0.56,6
6.2,0.25,0.48,10,0.044,78,240,3.25,0.47,6
8.8,0.28,0.45,6,0.022,14,49,3.01,0.33,7
6.6,0.25,0.3,14.4,0.052,40,183,3.02,0.5,6
6.9,0.38,0.25,9.8,0.04,28,191,3.28,0.61,5
6.4,0.25,0.3,5.5,0.038,15,129,3.14,0.49,6
6.6,0.25,0.3,14.4,0.052,40,183,3.02,0.5,6
6.9,0.38,0.25,9.8,0.04,28,191,3.28,0.61,5
7.1,0.21,0.31,3.8,0.021,40,142,3.17,0.39,7
6.4,0.25,0.3,5.5,0.038,15,129,3.14,0.49,6
6.9,0.39,0.4,4.6,0.022,5,19,3.31,0.37,3
5.8,0.2,0.3,1.5,0.031,21,57,3.44,0.55,6
7,0.2,0.37,2,0.03,26,136,3.28,0.61,6
5.9,0.26,0.25,12.5,0.034,38,152,3.33,0.43,5
7.4,0.38,0.27,7.5,0.041,24,160,3.17,0.43,5
7.4,0.2,1.66,2.1,0.022,34,113,3.26,0.55,6
7,0.21,0.34,8.5,0.033,31,253,3.22,0.56,6
7.2,0.29,0.4,7.6,0.024,56,177,3.04,0.32,6
6.9,0.18,0.38,8.1,0.049,44,176,3.3,0.54,6
7.3,0.3,0.42,7.35,0.025,51,175,3.04,0.32,6
7.2,0.29,0.4,7.6,0.024,56,177,3.04,0.32,6
6.9,0.2,0.5,10,0.036,78,167,3.15,0.55,6
6.7,0.2,0.42,14,0.038,83,160,3.16,0.5,6
7,0.21,0.34,8.5,0.033,31,253,3.22,0.56,6
5.9,0.35,0.47,2.2,0.11,14,138,3.09,0.5,5
7.1,0.28,0.44,1.8,0.032,32,107,3.25,0.48,7
5.8,0.25,0.28,11.1,0.056,45,175,3.42,0.43,5
6.8,0.22,0.37,15.2,0.051,68,178,3.4,0.85,6
7.1,0.14,0.4,1.2,0.051,55,136,3.3,0.96,7
7.1,0.13,0.4,1.2,0.047,54,134,3.3,0.97,7
6.9,0.18,0.38,8.1,0.049,44,176,3.3,0.54,6
7,0.2,0.38,8.1,0.05,42,173,3.3,0.54,6
6.8,0.24,0.49,19.3,0.057,55,247,3,0.56,5
5,0.44,0.04,18.6,0.039,38,128,3.37,0.57,6
6.3,0.3,0.28,5,0.042,36,168,3.22,0.69,6
7.2,0.27,0.42,1.6,0.05,35,135,2.94,0.46,6
6.7,0.5,0.63,13.4,0.078,81,238,3.08,0.44,5
6.8,0.2,0.36,1.6,0.028,7,46,3.21,0.6,6
6.7,0.11,0.34,8.8,0.043,41,113,3.42,0.4,7
6.7,0.11,0.34,8.8,0.043,41,113,3.42,0.4,7
6.8,0.12,0.31,5.2,0.045,29,120,3.41,0.46,7
6.6,0.16,0.57,1.1,0.13,58,140,3.12,0.39,7
6.6,0.21,0.6,1.1,0.135,61,144,3.12,0.39,7
6.1,0.27,0.3,16.7,0.039,49,172,3.4,0.45,5
9.1,0.27,0.45,10.6,0.035,28,124,3.2,0.46,9
6.4,0.225,0.48,2.2,0.115,29,104,3.24,0.58,6
8.3,0.14,0.45,1.5,0.039,18,98,3.02,0.56,6
7.2,0.23,0.19,13.7,0.052,47,197,3.12,0.53,5
6.9,0.22,0.37,15,0.053,59,178,3.37,0.82,7
8.1,0.17,0.44,14.1,0.053,43,145,3.28,0.75,8
6,0.395,0,1.4,0.042,7,55,3.37,0.38,4
7.8,0.29,0.22,9.5,0.056,44,213,3.08,0.61,6
6.9,0.22,0.37,15,0.053,59,178,3.37,0.82,7
8.1,0.17,0.44,14.1,0.053,43,145,3.28,0.75,8
7.2,0.23,0.19,13.7,0.052,47,197,3.12,0.53,5
7.6,0.3,0.27,10.6,0.039,31,119,3.27,0.3,6
7.7,0.34,0.28,11,0.04,31,117,3.27,0.29,6
7.7,0.34,0.28,11,0.04,31,117,3.27,0.29,6
5.8,0.34,0.16,7,0.037,26,116,3.46,0.45,7
7.6,0.3,0.27,10.6,0.039,31,119,3.27,0.3,6
7.7,0.34,0.28,11,0.04,31,117,3.27,0.29,6
5.9,0.24,0.3,2,0.033,28,92,3.39,0.69,7
6.4,0.46,0.08,4.9,0.046,34,144,3.1,0.56,5
5.9,0.24,0.3,2,0.033,28,92,3.39,0.69,7
7.4,0.32,0.27,1.4,0.049,38,173,3.03,0.52,5
7.2,0.31,0.26,7.3,0.05,37,157,3.09,0.43,5
7.8,0.42,0.23,8.8,0.054,42,215,3.02,0.58,6
6.9,0.24,0.33,12.5,0.046,47,153,3.28,0.77,6
5.4,0.18,0.24,4.8,0.041,30,113,3.42,0.4,6
6,0.18,0.31,1.4,0.036,14,75,3.34,0.58,8
7.8,0.27,0.58,11.2,0.036,44,161,3.06,0.41,6
6,0.28,0.49,6.8,0.048,61,222,3.19,0.47,5
6.8,0.39,0.35,11.6,0.044,57,220,3.07,0.53,5
6.6,0.21,0.31,11.4,0.039,46,165,3.41,0.44,7
7.3,0.32,0.34,6.6,0.032,24,112,3.22,0.46,6
7.8,0.27,0.58,11.2,0.036,44,161,3.06,0.41,6
6.4,0.31,0.26,13.2,0.046,57,205,3.17,0.41,5
6.2,0.29,0.26,13.1,0.046,55,204,3.16,0.41,6
6,0.39,0.17,12,0.046,65,246,3.15,0.38,6
6.2,0.3,0.26,13.4,0.046,57,206,3.17,0.43,6
6,0.28,0.49,6.8,0.048,61,222,3.19,0.47,5
6,0.41,0.05,1.5,0.063,17,120,3.21,0.56,6
